,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:25:31.704,,"RT @tyleroakley: hillary is composure, strength, experience &amp; knowledge personified. i'm so proud of how presidential she's remained, despi…",,, hillary is composure strength eerience &amp knowledge personified im so proud of how presidential shes remained despi…,4,4,4
1,1,2016-10-10 02:25:31.577,,@_jillianleighh this is ½ of the wonder twins https://t.co/11cV8yp2w3,,,this is ½ of the wonder twins,2,2,2
2,2,2016-10-10 02:25:31.511,,"RT @BuzzFeedNews: Donald Trump: ""It wasn't 'check out a sex tape' it was take a look at this person she built up“

(check out sex tap…",,, donald trump it wasnt check out a sex tape it was take a look at this person she built up“ check out sex tap…,2,2,2
3,3,2016-10-10 02:25:31.662,,"All these slick comments by Trump, so unpresidential #debate",,,all these slick comments by trump so unpresidential,2,2,2
4,4,2016-10-10 02:25:31.613,,"RT @activatethecity: 🙌🏾🙌🏾🙌🏾🙌🏾 girl, THIS. 🙌🏾🙌🏾🙌🏾🙌🏾 https://t.co/yz20QrNcUr",,, girl this,2,2,2
5,5,2016-10-10 02:25:31.298,,RT @obama_dany: Dammnn I should be watching the debate :/,,, dammnn i should be watching the debate /,2,2,2
6,6,2016-10-10 02:25:31.227,,"RT @Luvvie: Y'all gotta give @MarthaRaddatz a bonus after this #Debate. I want her to cuss so bad and yell ""EVERYONE STFU NOW.""",,, yall gotta give a bonus after this  i want her to cuss so bad and yell everyone stfu now,2,2,2
7,7,2016-10-10 02:25:31.188,,RT @girlposts: fly for president  #debate https://t.co/j82zIqPSPu,,, fly for president u,2,2,2
8,8,2016-10-10 02:25:31.598,"Santa Clarita, CA",they should have a moderator in charge of cutting the candidates mics #debate,-118.5032585,34.415631,they should have a moderator in charge of cutting the candidates mics,2,2,2
9,9,2016-10-10 02:25:31.632,,"RT @hemantmehta: Anderson Cooper: Mr. Trump, do you have discipline?

Donald Trump: BENGHAZI!

#Debate",,, anderson cooper mr trump do you have discipline donald trump benghazi,2,2,2
10,10,2016-10-10 02:25:31.652,,RT @cthagod: I kind of feel sorry for Hillary. This is like Lebron having to prove he's a good player by playing Peter Griffin in a game of…,,, i kind of feel sorry for hillary this is like lebron having to prove hes a good player by playing peter griffin in a game of…,0,0,0
11,11,2016-10-10 02:25:31.624,,"RT @BuzzFeed: Martha Raddatz: *asks question*

Trump: starts talking about something else

Raddatz: answer the question

Trump: the earth i…",,, martha raddatz asks question trump starts talking about something else raddatz answer the question trump the earth i…,2,2,2
12,12,2016-10-10 02:25:31.630,,"RT @ScotsFyre: Donald, Baghdadi is NOT a city. #debate",,, donald baghdadi is not a city,2,2,2
13,13,2016-10-10 02:25:31.613,,"RT @realDonaldTrump: If @HillaryClinton is president, she’ll be all talk and nothing will get done. #Debate #BigLeagueTruth",,, if is president she’ll be all talk and nothing will get done,2,2,2
14,14,2016-10-10 02:25:31.604,,RT @jada_Deshell: Shoooooot Donald trump shouldn't have said we'd get another 4 years of Obama with Hillary cuz that's what everyone wants.…,,, shoooooot donald trump shouldnt have said wed get another years of obama with hillary cuz thats what everyone wants…,2,2,2
15,15,2016-10-10 02:25:31.683,,#debate let's talk about the Atlantic endorsement.,,,lets talk about the atlantic endorsement,2,2,2
16,16,2016-10-10 02:25:31.663,,"RT @JamilSmith: It’s clear Donald Trump doesn’t really understand how the United States government operates, nor what a Senator’s job is.",,, it’s clear donald trump doesn’t really understand how the united states government operates nor what a senator’s job is,2,2,2
17,17,2016-10-10 02:25:31.535,,"RT @AndreaWNYC: Comment from 18-y-o ""IF I CAN'T QUOTE WIKILEAKS IN MY HOMEWORK THIS TOMATO MAN CAN'T QUOTE WIKILEAKS IN A DEBATE""",,, comment from -y-o if i cant quote wikileaks in my homework this tomato man cant quote wikileaks in a debate,0,0,0
18,18,2016-10-10 02:25:31.552,,"RT @MBridegam: Clinton, on Syria, gives the impression of having looked at a map and understood her briefings. Trump spatting about rebutta…",,, clinton on syria gives the impression of having looked at a map and understood her briefings trump spatting about rebutta…,2,2,2
