,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:30:29.965,,"RT @ShelbyKnox: Bill Clinton is not running for president.
Bill Clinton is not running for president. 
Bill Clinton is not running for pres…",,, bill clinton is not running for president bill clinton is not running for president bill clinton is not running for pres…,0,0,0
1,1,2016-10-10 01:30:32.682,,RT @michellemalkin: Trump raises Bill Clinton meeting on the tarmac with Loretta Lynch. Tearing up on email issue. Moderators run interfere…,,, trump raises bill clinton meeting on the tarmac with loretta lynch tearing up on email issue moderators run interfere…,2,2,2
2,2,2016-10-10 01:30:32.673,,"RT @SheaSerrano: ...
ANDERSON: do u have a response
TRUMP: i'm gonna put hillary in jail
A: mr trump we have to mov-
TRUMP: I'LL PUT YOU IN…",,,  anderson do u have a response trump im gonna put hillary in jail a mr trump we have to mov- trump ill put you in…,2,2,2
3,3,2016-10-10 01:30:32.575,,RT @bnicole_26: Trump is so heated bc he knows he makes no sense and hasn't answered a single question 😂,,, trump is so heated bc he knows he makes no sense and hasnt answered a single question,2,2,2
4,4,2016-10-10 01:30:32.668,,"RT @TheStreet: ""I didn't talk over you"" ""Because you have nothing to say"" https://t.co/L8vx0b47lt #Debate https://t.co/n4NaOTYa1m",,, i didnt talk over you because you have nothing to say,0,0,0
5,5,2016-10-10 01:30:32.049,,"RT @AltStreamMedia: #HillarysHoaxes

71% do not trust fact-checking hoax media

https://t.co/tmcO8MT4rx

#Debate #Debates2016",,,  do not trust fact-checking hoax media,2,2,2
6,6,2016-10-10 01:30:32.630,,"RT @FriedemannWo: Attracted by the devil, a fly lands right in @HillaryClinton`s face live on #debate #debate2016 https://t.co/n8ULYyZ1Tv",,, attracted by the devil a fly lands right in `s face live on,2,2,2
7,7,2016-10-10 01:30:32.680,,"RT @The_Rumpus: Donald Trump, noted misogynist, can't stop interrupting Hillary Clinton. #debate",,, donald trump noted misogynist cant stop interrupting hillary clinton,2,2,2
8,8,2016-10-10 01:30:32.113,,RT @AC360: Hillary #Clinton: People can draw their own conclusions as to whether the man in the video respects women -  https://t.co/1n8XLq…,,, hillary  people can draw their own conclusions as to whether the man in the video respects women -,2,2,2
9,9,2016-10-10 01:30:32.641,,"RT @DabneyPorte: You GO Trump. You are right, it's one on 3. We all see it. #Debate",,, you go trump you are right its one on  we all see it,2,2,2
10,10,2016-10-10 01:30:29.771,,"@realDonaldTrump
She told the FBI she didn't know what c stood for CLASSIFIED Hillary.",,,she told the fbi she didnt know what c stood for classified hillary,2,2,2
11,11,2016-10-10 01:30:32.617,,sNO IM A GENTLEMAN THATS why I said THOUSe things in the LOcker rommon THATS WHYW #debate,,,sno im a gentleman thats why i said thouse things in the locker rommon thats whyw,2,2,2
12,12,2016-10-10 01:30:32.652,,"RT @TeaPartyCat: Trump: ""Why aren't you bringing up emails, Anderson? When I'm president, you and Hillary can share a jail cell.""
#debate",,, trump why arent you bringing up emails anderson when im president you and hillary can share a jail cell,2,2,2
13,13,2016-10-10 01:30:32.554,,Donald Trump is the oldest toddler on earth 👶🏻👎🏻,,,donald trump is the oldest toddler on earth,2,2,2
