,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:08:31.673,,RT @SouthernHomo: Hope y'all don't mind if I live tweet this mess #Debate,,, hope yall dont mind if i live tweet this mess,2,2,2
1,1,2016-10-10 01:08:31.502,,Did someone slip Trump a xanax? #2ndPresidentialDebate,,,did someone slip trump a xanax,2,2,2
2,2,2016-10-10 01:08:31.626,"South Carolina, USA",Trump: ditto what she said,-80.926628,33.6311395,trump ditto what she said,2,2,2
3,3,2016-10-10 01:08:31.562,,(♥ #MYBFFCHAVITA ♥) WATCH:  Trump's 'Scorched Earth' Strategy in the Second Debate: AB... https://t.co/Ayi7YkuK8k [ I♥ 23.01.12 #BFF ],,,  watch trumps scorched earth strategy in the second debate ab [ i 112 ],2,2,2
4,4,2016-10-10 01:08:31.506,,RT @iA: New episode of Black Mirror about to start #debate,,, new episode of black mirror about to start,2,2,2
5,5,2016-10-10 01:08:31.686,,"For once, Trump is quiet.",,,for once trump is quiet,2,2,2
6,6,2016-10-10 01:08:31.678,,"RT @BibleReloaded: Hillary is drrssed like she's addressing the Galactic Senate.

#debates
#StarWars https://t.co/hsQSPTVOGv",,, hillary is drrssed like shes addressing the galactic senate,2,2,2
7,7,2016-10-10 01:08:31.694,,"RT @OUTSETnetwork: ""I have a very positive and optimistic view of what we can do together"" -HRC #debate",,, i have a very positive and optimistic view of what we can do together -hrc,4,4,4
8,8,2016-10-10 01:08:31.551,,"RT @Democrat_4Trump: .@MonicaCrowley: ""vast majority of Americans consider Hillary Clinton untrustworthy, a liar, &amp; dishonest."" 
(Possib…",,,  vast majority of americans consider hillary clinton untrustworthy a liar &amp dishonest possib…,2,2,2
9,9,2016-10-10 01:08:31.659,,RT @STERLINGMHOLMES: BBCWorld: Handshakes as Bill Clinton and Melania Trump walk into the #debate hall https://t.co/V53suLOf65 https://t.co…,,, bbcworld handshakes as bill clinton and melania trump walk into the hall,2,2,2
10,10,2016-10-10 01:08:31.695,,RT @CecileRichards: Big goals - and a record of getting things done. #ImWithHer #Debate,,, big goals - and a record of getting things done,2,2,2
11,11,2016-10-10 01:08:31.617,,@mopatel92 lmfao you watching the debate tonight?,,,lmfao you watching the debate tonight,4,4,4
