,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:36:34.600,,"RT @jonnysun: cooper: do u pay taxes
trump: no!
cooper: so you dont
trump: of course i do
cooper: what
trump: bernie sanders
cooper: wait w…",,, cooper do u pay taxes trump no cooper so you dont trump of course i do cooper what trump bernie sanders cooper wait w…,2,2,2
1,1,2016-10-10 02:36:34.562,,"They don't need your ""respect"". https://t.co/1UAwjV8dEG",,,they dont need your respect,2,2,2
2,2,2016-10-10 02:36:34.619,,"RT @taygogo: In a paid speech, Hillary Clinton told Wall Street bigwigs that she has a public stance that is widely different from her real…",,, in a paid speech hillary clinton told wall street bigwigs that she has a public stance that is widely different from her real…,2,2,2
3,3,2016-10-10 02:36:34.670,,"RT @tyleroakley: trump bragging about how many total followers he has. hi, i have more than him, but that DOES NOT make me qualified for pr…",,, trump bragging about how many total followers he has hi i have more than him but that does not make me qualified for pr…,0,0,0
4,4,2016-10-10 02:36:34.593,,RT @StephenGutowski: Fact Check: Hillary Clinton does not respect the Second Amendment #debate,,, fact check hillary clinton does not respect the second amendment,2,2,2
5,5,2016-10-10 02:36:34.608,,RT @StephenAtHome: Fact checkers watching Trump's debate performance: https://t.co/olqmPhsIqV,,, fact checkers watching trumps debate performance,2,2,2
6,6,2016-10-10 02:36:34.464,,RT @realDennisLynch: I will be FACEBOOK LIVE at the end of debate.  https://t.co/qhWxUxppzZ,,, i will be facebook live at the end of debate,2,2,2
7,7,2016-10-10 02:36:34.065,,"RT @leyawn: lmao so i looked up why trump keeps saying clintons emails were ""acid washed"" https://t.co/W6UeCoAl2c",,, lmao so i looked up why trump keeps saying clintons emails were acid washed 2c,2,2,2
8,8,2016-10-10 02:36:34.657,,RT @AishaS: That last question is SO MIDWEST. #debate,,, that last question is so midwest,2,2,2
9,9,2016-10-10 02:36:34.673,,"RT @samlansky: Anderson Cooper just grabbed Donald Trump's wig and threw it into the street and Trump is like ""no I'm not bald, hey look th…",,, anderson cooper just grabbed donald trumps wig and threw it into the street and trump is like no im not bald hey look th…,0,0,0
10,10,2016-10-10 02:36:34.611,,"RT @ofccadjust: OMG HAHAHA The TWEET OF THE NIGHT!! 
#Debate https://t.co/XQYCH5JYM4",,, omg hahaha the tweet of the night,2,2,2
11,11,2016-10-10 02:36:34.675,,RT @TeamTrump: FACT: Obama and @HillaryClinton Rejected Thousands of Jobs by Rejecting Keystone #Debate #BigLeagueTruth…,,, fact obama and rejected thousands of jobs by rejecting keystone …,2,2,2
12,12,2016-10-10 02:36:34.649,,"Name one good thing about Trump. Well, he's got good kids. Does that count? #ImWithStupid",,,name one good thing about trump well hes got good kids does that count,4,4,4
