,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:29:11.654,,Promising to select a conservative justice for the Supreme Court will get Donald a lot of votes despite his political weaknesses. #debate,,,promising to select a conservative justice for the supreme court will get donald a lot of votes despite his political weaknesses,2,2,2
1,1,2016-10-10 02:29:11.632,,"RT @iJesseWilliams: ""I'm Donald Trump &amp; literally everything I do, demonstrates that I am quite clearly, a belligerent creep &amp; overall…",,, im donald trump &amp literally everything i do demonstrates that i am quite clearly a belligerent creep &amp overall…,2,2,2
2,2,2016-10-10 02:29:11.700,,"RT @NyleDiMarco: I'm just so glad I can't hear Trump.

#DeafGain",,, im just so glad i cant hear trump,2,2,2
3,3,2016-10-10 02:29:11.623,,RT @People4Bernie: Seriously. #debate #feelthebern https://t.co/IUP12iItpb,,, seriously,2,2,2
4,4,2016-10-10 02:29:11.580,,"RT @jerryspringer: While I may not be able to moderate a debate, sounds like Mike Pence and Donald Trump might need to come on my show to t…",,, while i may not be able to moderate a debate sounds like mike pence and donald trump might need to come on my show to t…,2,2,2
5,5,2016-10-10 02:29:11.601,,"RT @Ma1973sk: Great answer by Trump on judges, Scalia &amp; the Constitution.",,, great answer by trump on judges scalia &amp the constitution,2,2,2
6,6,2016-10-10 02:29:11.709,,anderson cooper is the most savage debate moderator,,,anderson cooper is the most savage debate moderator,2,2,2
7,7,2016-10-10 02:29:11.678,,We know NAFTA did irreparable damage to America. Just imagine what TPP will do. DEVASTATING!  #debate,,,we know nafta did irreparable damage to america just imagine what tpp will do devastating,2,2,2
8,8,2016-10-10 02:29:11.561,,"RT @hale_razor: Trump should say: I want a Supreme Court justice that interprets the constitution as originally written, then drop the mic.",,, trump should say i want a supreme court justice that interprets the constitution as originally written then drop the mic,2,2,2
9,9,2016-10-10 02:29:11.684,"Queens, NY",Why is this about funding. When the question was about JUSTICES. J U S T I C E S #debate,-73.8311875,40.6708795,why is this about funding when the question was about justices j u s t i c e s,0,0,0
10,10,2016-10-10 02:29:11.597,,The moderatee becomes the moderator. #debate,,,the moderatee becomes the moderator,2,2,2
