,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:59:51.594,,RT @vanmeter_sam: lowkey good points hillary u still corrupt af,,, lowkey good points hillary u still corrupt af,2,2,2
1,1,2016-10-10 01:59:50.945,,Even Mr. Snuffleupagus or Snuffy for short will be outraged at @realDonaldTrump tonight! #SnuffyTrump #debate https://t.co/9PLt5rNzvv,,,even mr snuffleupagus or snuffy for short will be outraged at tonight,2,2,2
2,2,2016-10-10 01:59:51.577,,RT @JesseSteinbach: He uses his entire time to insult her on the lowest level instead of saying anything political. How did we get here? #d…,,, he uses his entire time to insult her on the lowest level instead of saying anything political how did we get here …,2,2,2
3,3,2016-10-10 01:59:51.660,,"RT @ericbolling: Trump looking directly into the camera: ""Hillary will raise your taxes big league, I will lower your taxes"".",,, trump looking directly into the camera hillary will raise your taxes big league i will lower your taxes,2,2,2
4,4,2016-10-10 01:59:51.668,,"RT @AishaMoodMills: Trump’s #Debate prep: ""I know I am but so are you”",,, trump’s prep i know i am but so are you”,2,2,2
5,5,2016-10-10 01:59:51.574,,RT @keithboykin: Trump just admitted he avoided paying personal federal income taxes. And then he pointed fingers at everybody else too. #d…,,, trump just admitted he avoided paying personal federal income taxes and then he pointed fingers at everybody else too …,2,2,2
6,6,2016-10-10 01:59:51.561,,Trump's hitting on something. The reason nothing changes for the middle-class is because the powerful in DC don't want it to change #debate,,,trumps hitting on something the reason nothing changes for the middle-class is because the powerful in dc dont want it to change,2,2,2
7,7,2016-10-10 01:59:51.609,,"#Debate Yes, but those people want it to stop!",,,yes but those people want it to stop,2,2,2
8,8,2016-10-10 01:59:51.605,"Drexel Hill, PA",Idk whats more retarded the giants offense or listening to trump talk,-75.3067705,39.937821,idk whats more retarded the giants offense or listening to trump talk,2,2,2
9,9,2016-10-10 01:59:51.649,,Trump essentially blaming Clinton for the actions of all governments in the last 30 years. Tryna make it him vs government (her),,,trump essentially blaming clinton for the actions of all governments in the last years tryna make it him vs government her,2,2,2
10,10,2016-10-10 01:59:51.567,,RT @NickGreif: Trump is sniffing into the mic a lot again. Rigged mic 2/2 :) #debate,,, trump is sniffing into the mic a lot again rigged mic /2,2,2,2
11,11,2016-10-10 01:59:51.579,,"RT @clearlyiconic: He said she deleted 33,000 emails. Hillary said she gave 35,000. He said what happened to the other 15,000? #debate http…",,, he said she deleted 000 emails hillary said she gave 000 he said what happened to the other 000 http…,0,0,0
12,12,2016-10-10 01:59:51.536,,"I wish I paid ""tremendous numbers of taxes"" #debate love this!",,,i wish i paid tremendous numbers of taxes love this,2,2,2
13,13,2016-10-10 01:59:51.665,,Can the moderators not hear? They keep repeating the same question even after Trump answered already.,,,can the moderators not hear they keep repeating the same question even after trump answered already,0,0,0
14,14,2016-10-10 01:59:51.655,,RT @MichaelSalamone: OKAY. It's that time of the #debate where we all have to take a moment to remember these people have been friends for…,,, okay its that time of the where we all have to take a moment to remember these people have been friends for…,2,2,2
15,15,2016-10-10 01:59:51.670,,RT @BlacksForTrump: #Hillary and the state dept. loss $6 Billion. Where is it HIllary? #debate,,, and the state dept loss $6 billion where is it hillary,0,0,0
16,16,2016-10-10 01:59:51.687,,RT @akconservative9: Trump gets question about taking tax deductions and owns the fact he took them like a boss. (Why wouldn't he?) #Presid…,,, trump gets question about taking tax deductions and owns the fact he took them like a boss why wouldnt he …,2,2,2
17,17,2016-10-10 01:59:51.428,,RT @callmeanjelito: PSA: BILL CLINTON DOES NOT DEFINE HILLARY CLINTON!! A WOMAN IS MORE THAN THE REPUTATION OF HER HUSBAND,,, psa bill clinton does not define hillary clinton a woman is more than the reputation of her husband,2,0,2
18,18,2016-10-10 01:59:51.526,,"RT @JezebelTheGreat: He says ""Islamophobia is a shame"" like he hasn't been stoking that fire relentlessly for the past fucking year.

#deba…",,, he says islamophobia is a shame like he hasnt been stoking that fire relentlessly for the past fucking year …,0,0,0
19,19,2016-10-10 01:59:51.666,,RT @Gleas23: Her donors aren't running for president. #debate,,, her donors arent running for president,2,2,2
20,20,2016-10-10 01:59:51.509,,"RT @heatstreet: Abraham Lincoln: ""Please don't bring me into this."" #debate https://t.co/JOb5Nq1ZuG https://t.co/lZEvXow9sN",,, abraham lincoln please dont bring me into this,2,2,2
21,21,2016-10-10 01:59:51.655,,RT @ItsLekanBalo: omo trump is actually giving dis woman tough time o.. he's done better dan d first time.. make we no lie,,, omo trump is actually giving dis woman tough time o hes done better dan d first time make we no lie,2,2,2
22,22,2016-10-10 01:59:51.591,,"RT @ScottPresler: Trump is coming off more likable than Hillary and her fake smile. 

#Debate #Debates #DebateNight",,, trump is coming off more likable than hillary and her fake smile,4,4,4
23,23,2016-10-10 01:59:51.542,,"RT @aseitzwald: Meanwhile, this just broke: Trump, companies accused of mistreating women in at least 20 lawsuits.…",,, meanwhile this just broke trump companies accused of mistreating women in at least lawsuits…,0,0,0
24,24,2016-10-10 01:59:51.649,,"RT @rooshv: Hillary: ""Everything he just said isn't true."" She's panicking and giving lines that no one can possibly be persuaded by. She's…",,, hillary everything he just said isnt true shes panicking and giving lines that no one can possibly be persuaded by shes…,0,0,0
25,25,2016-10-10 01:59:51.681,,"Hillary's ""eye rolls"" OMG &gt;&gt;&gt;&gt;&gt;&gt;&gt;Hilarious #debate",,,hillarys eye rolls omg &gt&gt&gt&gt&gt&gt&gthilarious,2,2,2
26,26,2016-10-10 01:59:51.628,,"RT @TheBriefing2016: Trump claims he's worth $10 billion.

To our knowledge, here's what he's contributed to...

Troops: $0

Veterans: $0…",,, trump claims hes worth $10 billion to our knowledge heres what hes contributed to troops $0 veterans $0…,2,2,2
27,27,2016-10-10 01:59:51.583,,RT @MichaelSteele: GOP at this moment. #debate https://t.co/nD0gc29sWj,,, gop at this moment,2,2,2
28,28,2016-10-10 01:59:51.652,,RT @Onision: Trump talking about how Islamophobia is bad when he himself called for the banning of Muslims.,,, trump talking about how islamophobia is bad when he himself called for the banning of muslims,2,2,2
29,29,2016-10-10 01:59:51.612,,RT @CNN: #CNNRealityCheck: Trump says US is giving $150 billion to Iran. That’s FALSE.  https://t.co/zgLdzPBBFm https://t.co/MFq3rIUAbg,,,  trump says us is giving $150 billion to iran that’s false,0,0,0
30,30,2016-10-10 01:59:51.614,,"RT @deray: As long as Trump is allowed to lie unchecked, the #Debate doesn't matter. He is literally just making things up tonight. It's ab…",,, as long as trump is allowed to lie unchecked the doesnt matter he is literally just making things up tonight its ab…,2,2,2
31,31,2016-10-10 01:59:51.708,,trump is repetitive.,,,trump is repetitive,2,2,2
32,32,2016-10-10 01:59:51.692,,RT @TheOnion: Anderson Cooper Begins Debate By Giving Trump Opportunity To Explain What The Fuck Is Wrong With Him https://t.co/2K8G2F1Hil…,,, anderson cooper begins debate by giving trump opportunity to elain what the fuck is wrong with him,2,2,2
33,33,2016-10-10 01:59:51.658,,"RT @thegirlcanwrite: Trump describes intricate foreign and domestic policies as ""very good"" and ""very bad."" Vocabulary all small like Merri…",,, trump describes intricate foreign and domestic policies as very good and very bad vocabulary all small like merri…,2,2,2
34,34,2016-10-10 01:59:52.667,,RT @NathanZed: Obama opened the door for black people to become president &amp; Trump doing the same for every 12 year old who called me a nigg…,,, obama opened the door for black people to become president &amp trump doing the same for every year old who called me a nigg…,2,2,2
35,35,2016-10-10 01:59:52.622,,"RT @pastormarkburns: Hillary says oops, now can we get to other thing??? #Debate https://t.co/sByJjDrOfl",,, hillary says oops now can we get to other thing,2,2,2
36,36,2016-10-10 01:59:52.588,,Lmaooo Hillary is clowning this foo,,,lmaooo hillary is clowning this foo,2,2,2
37,37,2016-10-10 01:59:52.653,,RT @JamillaTweets: This man is all of us listening to the giant moody toddler that is Donald Trump  #debate https://t.co/abCOlEoey1,,, this man is all of us listening to the giant moody toddler that is donald trump 1,2,2,2
38,38,2016-10-10 01:59:52.614,,#debate trump is hating on all 1% citizens..and hes one of them,,,trump is hating on all  citizensand hes one of them,2,2,2
39,39,2016-10-10 01:59:52.685,,"RT @AcaciaBrinley: Q: have you ever sexually assaulted women?
Trump: I will destroy ISIS",,, q have you ever sexually assaulted women trump i will destroy isis,2,2,2
40,40,2016-10-10 01:59:52.628,,"RT @linnyitssn: ""Hello, Twitter here"":

""Hi, this is the Titanic, could you please stop comparing us to the GOP, it's offensive""

#debate",,, hello twitter here hi this is the titanic could you please stop comparing us to the gop its offensive,2,2,2
41,41,2016-10-10 01:59:52.545,,Can you say how many years you have not paid taxes? No. #trumpclown #debate,,,can you say how many years you have not paid taxes no,2,2,2
42,42,2016-10-10 01:59:52.568,,TRUMP: DO YOU OR DO 👏🏼 YOU 👏🏼 NOT 👏🏼 PAY FEDERAL TAXES?,,,trump do you or do you not pay federal taxes,2,2,2
43,43,2016-10-10 01:59:52.527,,RT @PolitiFact: LIVE FACT-CHECK: Hillary Clinton has said Trump has been used as an ISIS recruiting tool. That's True.…,,, live fact-check hillary clinton has said trump has been used as an isis recruiting tool thats true…,2,2,2
44,44,2016-10-10 01:59:52.550,,"RT @annshoket: It's awful for Hillary, but worse for us. We deserve a real debate of ideas--that's how the world moves forward. https://t.c…",,, its awful for hillary but worse for us we deserve a real debate of ideas--thats how the world moves forward,0,0,0
45,45,2016-10-10 01:59:52.659,,"Ya'll please understand that I don't like Trump. But I HATE Hillary. #debates
#Godforgiveme",,,yall please understand that i dont like trump but i hate hillary,0,0,0
46,46,2016-10-10 01:59:52.621,,@JonRisinger are you actually gonna have a sound argument as to how Hillary is still in this?,,,are you actually gonna have a sound argument as to how hillary is still in this,2,2,2
47,47,2016-10-10 01:59:52.666,,As president trump will arrest Clinton and allow individual senators to pass federal laws!!!!!,,,as president trump will arrest clinton and allow individual senators to pass federal laws,2,2,2
48,48,2016-10-10 01:59:52.647,,"RT @itskatcombs: Trump writing a term paper:

Sources Cited:
1. You Know It
2. I know It
3. Everybody Knows It",,, trump writing a term paper sources cited  you know it  i know it  everybody knows it,4,4,4
49,49,2016-10-10 01:59:52.599,,RT @hoosierclinger: Wall Street is only giving money to her.  #debate  She isnt changing anything.,,, wall street is only giving money to her she isnt changing anything,0,0,0
50,50,2016-10-10 01:59:52.562,,"RT @ananavarro: Can we all agree right now to never set foot or spend a penny at Trump place on Pennsylvania Ave, DC? My ass ain't never se…",,, can we all agree right now to never set foot or spend a penny at trump place on pennsylvania ave dc my ass aint never se…,0,0,0
51,51,2016-10-10 01:59:52.618,,RT @WSHHcomedy: Who you got??? #debate https://t.co/DuLn9rk0h6,,, who you got,2,2,2
52,52,2016-10-10 01:59:52.654,,RT @NewYorker: The second Presidential #debate: live-drawing by Edward Steed https://t.co/RBp9q35sgT https://t.co/eLNqY8NklS,,, the second presidential  live-drawing by edward steed,2,2,2
53,53,2016-10-10 01:59:52.592,,"RT @mmpadellan: #Trump is going back to his blustery, interrupting ways, not letting her answer.  #debate",,, is going back to his blustery interrupting ways not letting her answer,0,0,0
54,54,2016-10-10 01:59:52.490,,I knew this was going to be on twitter 😂 https://t.co/88Z9f9WGB7,,,i knew this was going to be on twitter,2,2,2
55,55,2016-10-10 01:59:52.487,,RT @AntonioFrench: They really should add a commercial break to the next #debate. This is exhausting. I have a headache. https://t.co/uCQSQ…,,, they really should add a commercial break to the next  this is exhausting i have a headache,0,0,0
56,56,2016-10-10 01:59:52.661,,RT @HillaryClinton: Trump has gotten one thing right about the economy. #debate https://t.co/9MZcuwwDp5,,, trump has gotten one thing right about the economy,2,2,2
57,57,2016-10-10 01:59:52.529,,RT @RobTornoe: BREAKING: Donald Trump doesn't know how the U.S. Senate actually works. #debate,,, breaking donald trump doesnt know how the us senate actually works,0,0,0
58,58,2016-10-10 01:59:52.538,,"Did Trump take advantage of tax loopholes? ""Of course I do""",,,did trump take advantage of tax loopholes of course i do,2,2,2
59,59,2016-10-10 01:59:52.628,,"RT @sadydoyle: I, too, frequently wonder why Hillary Clinton did not single-handedly change New York's entire tax structure as a senator",,, i too frequently wonder why hillary clinton did not single-handedly change new yorks entire tax structure as a senator,0,0,0
60,60,2016-10-10 01:59:52.664,,"trump does not live in an alternative reality. he lives in 2016, white, male, supremacist world of power and abuse. its real life #debate",,,trump does not live in an alternative reality he lives in  white male supremacist world of power and abuse its real life,0,0,0
61,61,2016-10-10 01:59:52.608,,RT @JamilahLemieux: Donald Trump is one of the worst English speakers I have ever heard. #Debate,,, donald trump is one of the worst english speakers i have ever heard,0,0,0
62,62,2016-10-10 01:59:52.676,,"RT @mu_alpha_xi: You charge 300,000/hour for a speech. Don't talk to me about the wealthy, Hillary. #debates",,, you charge 000/hour for a speech dont talk to me about the wealthy hillary,2,2,2
63,63,2016-10-10 01:59:52.556,,"RT @CharlesMBlow: Wait, did Trump just admit that he didn't pay taxes? #debate",,, wait did trump just admit that he didnt pay taxes,2,2,2
64,65,2016-10-10 01:59:52.588,,RT @ObsoleteDogma: Why didn’t Hillary change the tax code when she was a senator? BECAUSE GEORGE W. BUSH WAS PRESIDENT THEN.,,, why didn’t hillary change the tax code when she was a senator because george w bush was president then,2,2,2
65,66,2016-10-10 01:59:52.674,,RT @Jennirrific: Is Trump the author of My Immortal?,,, is trump the author of my immortal,2,2,2
66,67,2016-10-10 01:59:52.610,,"RT @tastefactory: Trump: Hillary is going to raise your taxes really high, like so high, higher than that tree over there. I'm this many *h…",,, trump hillary is going to raise your taxes really high like so high higher than that tree over there im this many h…,2,2,2
67,68,2016-10-10 01:59:52.569,,RT @TomiLahren: Look at Hillary. She's dying inside. Trump isn't perfect but he's real. #debate,,, look at hillary shes dying inside trump isnt perfect but hes real,0,0,0
