,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:14:30.598,"El Sobrante, CA",Only one candidate is actually answering the questions: #HRC! #debate,-122.281278,37.964937,only one candidate is actually answering the questions ,2,2,2
1,1,2016-10-10 02:14:30.425,,RT @Wonkette: UH OH Martha Raddatz is about to take over for Hillary and 'splain Donald how war works. #debate,,, uh oh martha raddatz is about to take over for hillary and splain donald how war works,2,2,2
2,2,2016-10-10 02:14:30.581,,RT @VoteGreen2: DrJillStein: With both Clinton &amp; Trump melting down under scandal after scandal it's more crucial than ever that we build a…,,, drjillstein with both clinton &amp trump melting down under scandal after scandal its more crucial than ever that we build a…,2,2,2
3,3,2016-10-10 02:14:30.325,"Redondo Beach, CA","""Waaaah she got more time than me!"" #VoteYourFuture https://t.co/Vbp2AVpUfe",-118.377313,33.854669,waaaah she got more time than me,2,2,2
4,4,2016-10-10 02:14:30.599,,"RT @Luvvie: This is maddening. The petulant, troglodyte standing next to Hillary should not run a store, let alone a country. #debate",,, this is maddening the petulant troglodyte standing next to hillary should not run a store let alone a country,0,0,0
5,5,2016-10-10 02:14:30.592,,"RT @Woopsire: First he sexually assaults woman, and now chairs? He must be stopped #debate https://t.co/JEGuu7Fmie",,, first he sexually assaults woman and now chairs he must be stopped,2,2,2
6,6,2016-10-10 02:14:30.598,,"RT @Kevinfor7: Trump has admitted:
1) he doesn't speak to his running mate about policy
2) he didn't pay taxes
3) he knows nothing about Ru…",,, trump has admitted  he doesnt speak to his running mate about policy  he didnt pay taxes  he knows nothing about ru…,0,0,0
7,7,2016-10-10 02:14:30.538,,RT @MediaRival: CNN calling the US proxy war in Syria a Holocaust and humanitarian crisis. Hillary says she can go toe-to-toe with Russia #…,,, cnn calling the us proxy war in syria a holocaust and humanitarian crisis hillary says she can go toe-to-toe with russia …,2,2,2
8,8,2016-10-10 02:14:30.613,,RT @CorrectRecord: No surprise here: @realDonaldTrump gets his Middle East history wrong. #TrumpLies https://t.co/8Ubitks5Tm #debate,,, no surprise here gets his middle east history wrong,0,0,0
9,9,2016-10-10 02:14:30.493,,RT @iJesseWilliams: Live look in at Mike Pence reconsidering his life choices. #Debate https://t.co/gpwnxJfhji,,, live look in at mike pence reconsidering his life choices,2,2,2
10,10,2016-10-10 02:14:30.703,,Hillary knows more about international negotiations. He knows nothing.,,,hillary knows more about international negotiations he knows nothing,2,2,2
11,11,2016-10-10 02:14:30.634,,i just want a hot young latinx president is that so much to ask???????? #debate,,,i just want a hot young latinx president is that so much to ask,2,2,2
12,12,2016-10-10 02:14:30.672,,"RT @erinruberry: Hillary is proof a woman can work hard, rise to the top of her field &amp; still have to compete against a less qualified man…",,, hillary is proof a woman can work hard rise to the top of her field &amp still have to compete against a less qualified man…,0,0,0
13,13,2016-10-10 02:14:30.606,,The fact that trump has gotten this far says everything,,,the fact that trump has gotten this far says everything,0,0,0
