,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:03:31.439,,"RT @michellemalkin: HAHAHAHAHA. Trump to Clinton ""..you'd be in jail."" Audience erupts. ""Moderators"" fret. Need more popcorn. #debates",,, hahahahaha trump to clinton youd be in jail audience erupts moderators fret need more popcorn,2,2,2
1,1,2016-10-10 02:03:31.568,,"RT @ThePennIUP: Do you believe that Trump's accusation that Clinton is ""all talk and no action"" is true?",,, do you believe that trumps accusation that clinton is all talk and no action is true,2,2,2
2,2,2016-10-10 02:03:31.663,,"RT @ScottPresler: Hillary thinks she's Robin Hood. Yes, she's robbing us blind. How else did the Clintons get so rich? 

#Debate #Debates #…",,, hillary thinks shes robin hood yes shes robbing us blind how else did the clintons get so rich …,2,2,2
3,3,2016-10-10 02:03:31.680,,"Trump:  Hillary is all talk and no action.
HIllary:  Let me tell you about my 30 years in Public Service.  #debatenight",,,trump hillary is all talk and no action hillary let me tell you about my years in public service,2,2,2
4,4,2016-10-10 02:03:31.639,,Trump standing for the entire debate while Hillary taking a seat. She's so weak,,,trump standing for the entire debate while hillary taking a seat shes so weak,2,2,2
5,5,2016-10-10 02:03:31.617,,"RT @BenSwann_: .@HillaryClinton ""It's unfortunate that since the great recession the gains have all gone to the top."" #debate",,,  its unfortunate that since the great recession the gains have all gone to the top,2,2,2
6,6,2016-10-10 02:03:31.589,,"RT @franklinleonard: Donald, Hillary Clinton didn't change the tax code as a Senator because she was a Senator, not an Emperor. #Debate",,, donald hillary clinton didnt change the tax code as a senator because she was a senator not an emperor,0,0,0
7,7,2016-10-10 02:03:31.581,,RT @Reaginsnomics: Crooked Hillary can't even help the Rangers hold a lead!  USA keeps losing to Canada!  Sad!  #MALDSGA,,, crooked hillary cant even help the rangers hold a lead usa keeps losing to canada sad,0,0,0
8,8,2016-10-10 02:03:31.591,,RT @jodycasella: This picture is every woman's nightmare #debate https://t.co/2qojrsLUZZ,,, this picture is every womans nightmare,2,2,2
9,9,2016-10-10 02:03:31.587,,RT @erikjdavis: Trump only sniffs when he lies,,, trump only sniffs when he lies,2,2,2
10,10,2016-10-10 02:03:31.568,,RT @ZerlinaMaxwell: factcheck time #debates https://t.co/N5XpCsMdY6,,, factcheck time,2,2,2
11,11,2016-10-10 02:03:31.602,,"RT @NYDailyNews: Tomorrow’s front page:
DELETE YOUR CAMPAIGN!
Calls from both sides for Trump to quit as he says he'll never drop ou…",,, tomorrow’s front page delete your campaign calls from both sides for trump to quit as he says hell never drop ou…,0,0,0
12,12,2016-10-10 02:03:31.583,,"RT @MorganSpurlock: Trump admits to using loophole to not pay personal income taxes ... so, can we just circle back to that sexual assault…",,, trump admits to using loophole to not pay personal income taxes  so can we just circle back to that sexual assault…,2,2,2
13,13,2016-10-10 02:03:31.623,,RT @inf: how many questions has Trump actually answered? #debates,,, how many questions has trump actually answered,2,2,2
