,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:04:43.923,,RT @NPR: The NPR fact check of the second presidential #debate is live. Keep this page open: https://t.co/IIjMybivac https://t.co/P2YBm1jZmC,,, the npr fact check of the second presidential is live keep this page open c c,2,2,2
1,1,2016-10-10 01:04:44.882,,Coffee + debate time. Dis gon b good https://t.co/uQCKmYfgII,,,coffee  debate time dis gon b good,2,2,2
2,2,2016-10-10 01:04:45.001,,RT @bpolitics: Senior Trump adviser A.J. Delgado says the candidate’s lewd remarks about women “was a guy using hyperbole”…,,, senior trump adviser aj delgado says the candidate’s lewd remarks about women “was a guy using hyperbole”…,2,2,2
3,3,2016-10-10 01:04:43.949,,RT @KaiseratCB: What's taking so long?  I bet Trump started bleeding from his whatever #debate,,, whats taking so long i bet trump started bleeding from his whatever,2,2,2
4,4,2016-10-10 01:04:44.841,,"Trump called Bill's accusers 'losers' in 1998 and said the impeachment was wrong:
https://t.co/yrJKvU3T4l",,,trump called bills accusers losers in and said the impeachment was wrong,0,0,0
5,5,2016-10-10 01:04:44.999,,"RT @jbarro: ""Good evening."" The very first words of the debate are a lie.",,, good evening the very first words of the debate are a lie,4,4,4
6,6,2016-10-10 01:04:45.031,,"RT @ElieNYC: If Bill Clinton victimized those women, Donald Trump just used them again, to deflect from his own problems. Unbelievable. #de…",,, if bill clinton victimized those women donald trump just used them again to deflect from his own problems unbelievable …,2,2,2
7,7,2016-10-10 01:04:45.070,,"RT @GGevirtz: Reagan's son: ""My father would be so embarrassed"" by Trump's behavior today @HillaryClinton 🍀❤️ https://t.co/hHo0ozgQxt 👎 @re…",,, reagans son my father would be so embarrassed by trumps behavior today ️ …,2,2,2
8,8,2016-10-10 01:04:45.030,,RT @richardhine: Trump: Don't judge me on the man I was 10 years ago. But please judge Hillary on the man her husband was 20 years ago #Tru…,,, trump dont judge me on the man i was years ago but please judge hillary on the man her husband was years ago …,2,2,2
9,9,2016-10-10 01:04:44.939,,@emptywheel shitshow more like; NBC just spent some of the final 1min to point out the human shield Trump brought to sit on the front row.,,,shitshow more like nbc just spent some of the final min to point out the human shield trump brought to sit on the front row,2,2,2
10,10,2016-10-10 01:04:44.860,,RT @revol_less: In case anyone thinks Trump actually cares at all about survivors of sexual assault. #Debate https://t.co/O2Ecif1EMp,,, in case anyone thinks trump actually cares at all about survivors of sexual assault,2,2,2
11,11,2016-10-10 01:04:44.951,"Alabama, USA",Appalling to me how media is playing this debate up!! Hillary is THE criminal! This makes me sick! #tcot,-86.6807375,32.576227,appalling to me how media is playing this debate up hillary is the criminal this makes me sick,2,2,2
12,12,2016-10-10 01:04:45.031,,Fuck her up Trump @realDonaldTrump #Debate#2,,,fuck her up trump,2,2,2
13,13,2016-10-10 01:04:45.085,,Here we go! #debate Hopefully @AC360 and @MarthaRaddatz do a better job moderating than @LesterHoltNBC did...,,,here we go hopefully and do a better job moderating than did,2,2,2
14,14,2016-10-10 01:04:45.106,,RT @RealJizzJohnson: When you log on to twitter and you realize there's a debate night: https://t.co/87PrKcN721,,, when you log on to twitter and you realize theres a debate night 21,2,2,2
15,16,2016-10-10 01:04:44.983,,Would *far* prefer watching this rehearsal so we could all imagine the alternate universe where our blood pressure… https://t.co/U4rKpYzO5w,,,would far prefer watching this rehearsal so we could all imagine the alternate universe where our blood pressure…,2,2,2
16,17,2016-10-10 01:04:45.140,,"Have my son in headphones watching iPad while I watch the debate because of how often rape, etc thrown around. #Debates Embarrassed2BUSA",,,have my son in headphones watching ipad while i watch the debate because of how often rape etc thrown around embarrassed2busa,2,2,2
17,18,2016-10-10 01:04:45.029,,Welcome to the funhouse. #debate,,,welcome to the funhouse,2,2,2
18,19,2016-10-10 01:04:44.885,,"You cannot turn the highest office in the land into reality tv, stop Trump #debate",,,you cannot turn the highest office in the land into reality tv stop trump,2,2,2
19,20,2016-10-10 01:04:45.004,,"And begin drinking heavily.  Lord, beer us strength.  #debate @Foolish_Watcher https://t.co/UDQvMz2vMK",,,and begin drinking heavily lord beer us strength,2,2,2
20,21,2016-10-10 01:04:44.877,,Town Hall formats are bonkers. #debate,,,town hall formats are bonkers,2,2,2
21,22,2016-10-10 01:04:45.024,,RT @HillaryClinton: Remember. #Debate https://t.co/rlMbTt5WwY,,, remember,2,2,2
22,23,2016-10-10 01:04:44.809,,"RT @StefanMolyneux: After a reporter asks Donald Trump about touching women without consent, Paula Jones responds: ""Why don't you ask B…",,, after a reporter asks donald trump about touching women without consent paula jones responds why dont you ask b…,2,2,2
23,24,2016-10-10 01:04:45.147,,Sorry but Trumps sons look like pedophiles...scary af.. #debate,,,sorry but trumps sons look like pedophilesscary af,0,0,0
24,25,2016-10-10 01:04:45.060,,RT @ABC: Clinton accusers who appeared at Trump press conference before debate are seated in the front row.…,,, clinton accusers who appeared at trump press conference before debate are seated in the front row…,2,2,2
25,26,2016-10-10 01:04:45.048,,I think they just slipped up in announcing the 2 candidates. They said Donald Trump is one of them lol. Can you imagine? #debate,,,i think they just slipped up in announcing the candidates they said donald trump is one of them lol can you imagine,2,2,2
26,27,2016-10-10 01:04:45.091,,Is Trump really afraid to talk about real issues? #debatenight,,,is trump really afraid to talk about real issues,0,0,0
27,28,2016-10-10 01:04:45.048,,"RT @MichaelSkolnik: Hillary, knock him out tonight. Let’s go! #Debate #ImWithHer",,, hillary knock him out tonight let’s go,2,2,2
28,29,2016-10-10 01:04:45.160,,RT @JillBidenVeep: God help us. Here we go. #debate,,, god help us here we go,2,2,2
29,30,2016-10-10 01:04:45.012,,RT @MeetThePress: Per Facebook: The top trending topic on Facebook ahead of the #debate is the Trump tape. #Decision2016,,, per facebook the top trending topic on facebook ahead of the is the trump tape,4,4,4
30,31,2016-10-10 01:04:45.146,,"It has started, get ready. #debate",,,it has started get ready,2,2,2
31,32,2016-10-10 01:04:45.077,,"RT @deray: I'll be shocked if tonight's #debate doesn't break records. Given everything that's happened in the last 24 hours, everybody is…",,, ill be shocked if tonights doesnt break records given everything thats happened in the last hours everybody is…,0,0,0
32,33,2016-10-10 01:04:45.003,,LET THE DEBATE BEGIN 🤘🏻🤘🏻,,,let the debate begin 🤘🤘,2,2,2
33,34,2016-10-10 01:04:45.017,,RT @emzanotti: GUYS MELANIA TRUMP'S DRESS HAS A PUSSY BOW. #debate,,, guys melania trumps dress has a pussy bow,2,2,2
34,35,2016-10-10 01:04:45.149,,RT @TheAtlPolitics: .@nora_kelly on parents keeping their kids from the debate tonight https://t.co/59Pzyre2Mc https://t.co/iHP4PK6irZ,,,  on parents keeping their kids from the debate tonight c,2,2,2
35,36,2016-10-10 01:04:45.116,,RT @ErinAndrews: Woman clapping out loud on my flight...thought it was for the debate...was for Eddie Lacy's run,,, woman clapping out loud on my flightthought it was for the debatewas for eddie lacys run,2,2,2
36,37,2016-10-10 01:04:45.141,,"RT @cynryan: Trump's family looks like they're at his funeral. Oh wait, they are!! #debate #PresidentialDebate",,, trumps family looks like theyre at his funeral oh wait they are,0,0,0
37,38,2016-10-10 01:04:45.147,,"RT @goldengateblond: To Trump, women are objects and toys — unless they serve better as political props and weapons. Either way, they exist…",,, to trump women are objects and toys — unless they serve better as political props and weapons either way they exist…,2,2,2
38,39,2016-10-10 01:04:45.059,,"RT @85mf: ATTN: To any of the people asking questions at the #debate tonight: slip ""pussy"" into your question and live forever.",,, attn to any of the people asking questions at the tonight slip pussy into your question and live forever,2,2,2
39,40,2016-10-10 01:04:45.162,,RT @richardhine: #debate preview: https://t.co/GiLq6l9JEG,,, preview,2,2,2
40,41,2016-10-10 01:04:45.040,,It's interesting how NBC's anchors are both female. I wonder if that was the plan before Trump's latest round of scandals.,,,its interesting how nbcs anchors are both female i wonder if that was the plan before trumps latest round of scandals,2,2,2
41,42,2016-10-10 01:04:45.264,,Debate night bout to be LIT #debate2016,,,debate night bout to be lit,2,2,2
