,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 02:18:10.662,,Breaking---  Trump  shows  inner  strength tonight....Crooked  Hilary  is  done  with  her  negativism @RDannely,,,breaking--- trump shows inner strength tonightcrooked hilary is done with her negativism,2,2,2
1,1,2016-10-10 02:18:10.596,,"I'll help em all Latinos, Hispanics - shit! My wife has a Brazilian  #debate",,,ill help em all latinos hispanics - shit my wife has a brazilian,2,2,2
2,2,2016-10-10 02:18:10.455,,"In the criminal justice system. 
TRIGGERED 
#debate https://t.co/IOz0DaMkQu",,,in the criminal justice system triggered u,2,2,2
3,3,2016-10-10 02:18:10.611,,I'd rather watch the Packers game than the presidential debate rn,,,id rather watch the packers game than the presidential debate rn,2,2,2
4,4,2016-10-10 02:18:10.640,,"RT @FoxNews: .@realDonaldTrump: ""She's lied about a lot of things."" #Debate #FoxNews2016 https://t.co/FmFuQYpTx2",,,  shes lied about a lot of things 2,2,2,2
5,5,2016-10-10 02:18:10.602,,Donald trump walking around during her answers is so rude! #debates @CNNPolitics,,,donald trump walking around during her answers is so rude,2,2,2
6,6,2016-10-10 02:18:10.670,,"RT @tastefactory: Moderator: Mr. Trump what was ""Of Mice and Men"" about?
Trump: It was a tremendous book.Let me tell u something about mice…",,, moderator mr trump what was of mice and men about trump it was a tremendous booklet me tell u something about mice…,2,2,2
7,7,2016-10-10 02:18:10.632,,RT @lizmeriwether: Where does Hillary go in her head when Trump speaks?,,, where does hillary go in her head when trump speaks,2,2,2
8,8,2016-10-10 02:18:10.372,,Decisions are made by those who show up. Make sure that your voice can be heard on Election Day. #debate https://t.co/PbQd8Lz99X,,,decisions are made by those who show up make sure that your voice can be heard on election day,4,4,4
9,9,2016-10-10 02:18:10.649,,"RT @sqiderbite: ""mr trump let me repeat the question"" DRAG HIM",,, mr trump let me repeat the question drag him,2,2,2
10,10,2016-10-10 02:18:10.579,,"RT @TemiaBrinson: TRUMP is doing an awesome job!
#Debates2016 #debate",,, trump is doing an awesome job,4,4,4
11,11,2016-10-10 02:18:10.622,,"RT @chgrimaldi: Hillary's laying out specific, detailed foreign policy, and Trump is sneering, then attacking the moderators. #debate",,, hillarys laying out specific detailed foreign policy and trump is sneering then attacking the moderators,2,2,2
12,12,2016-10-10 02:18:10.728,,RT @AriFleischer: Martha - your job is not to debate Trump.,,, martha - your job is not to debate trump,2,2,2
13,13,2016-10-10 02:18:10.711,,"Hillary: ""I started off as a young lawyer..."" defending rapists?

@benshapiro",,,hillary i started off as a young lawyer defending rapists,2,2,2
14,14,2016-10-10 02:18:10.577,,"RT @NingyMcGingy: After this debate, I can say I 100% support Hillary Clinton. Trump is so dangerous and has no clue what he's talking abou…",,, after this debate i can say i  support hillary clinton trump is so dangerous and has no clue what hes talking abou…,2,2,2
15,15,2016-10-10 02:18:10.572,,Trump pacing when Hillary talks is like a little kid that can't stand still. #debate,,,trump pacing when hillary talks is like a little kid that cant stand still,2,2,2
16,16,2016-10-10 02:18:10.642,,RT @robfee: How are so many people JUST NOW offended by Trump? It's like getting to the 7th Harry Potter book &amp; realizing Voldemort might b…,,, how are so many people just now offended by trump its like getting to the th harry potter book &amp realizing voldemort might b…,2,2,2
17,17,2016-10-10 02:18:10.517,,RT @JudgeJeanine: Hillary promised 200K jobs for upstate NY when she ran for Senate. When she left the net loss was 7K jobs - did nothing f…,,, hillary promised k jobs for upstate ny when she ran for senate when she left the net loss was k jobs - did nothing f…,0,0,0
18,18,2016-10-10 02:18:10.609,,But his suit was clean! Shaaaaaap lol https://t.co/vjBiUseiW7,,,but his suit was clean shaaaaaap lol,2,2,2
19,19,2016-10-10 02:18:10.727,,RT @Shadypenguinn: I wanna be proud and humbled simultaneously pls. #debate,,, i wanna be proud and humbled simultaneously pls,2,2,2
20,20,2016-10-10 02:18:11.669,,"Registering ""citizens"" to vote. Dead people and illegals can't vote, legally #debate",,,registering citizens to vote dead people and illegals cant vote legally,0,0,0
21,21,2016-10-10 02:18:11.246,,"Trump's new campaign slogan, ""what do we have to lose?"" #debate",,,trumps new campaign slogan what do we have to lose,2,2,2
