,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:19:33.615,,Did trump reaaaalllllly just say no one has more respect for women than he does. like cmon hahahahahhahaha,,,did trump reaaaalllllly just say no one has more respect for women than he does like cmon hahahahahhahaha,2,2,2
1,1,2016-10-10 01:19:33.697,,"brought the sexual assault survivors to the debate. brings bill clinton into the debate. 

all of those ppl have to do with your leadership?",,,brought the sexual assault survivors to the debate brings bill clinton into the debate all of those ppl have to do with your leadership,2,2,2
2,2,2016-10-10 01:19:33.644,,"RT @bluebuddha: #debate Wow, he went there.",,, wow he went there,2,2,2
3,3,2016-10-10 01:19:33.665,,Did a fly just land on her? #debate,,,did a fly just land on her,2,2,2
4,4,2016-10-10 01:19:33.587,,"RT @MartinOMalley: No @realDonaldTrump, that's not locker room talk. That's sexual assault. You're an embarrassment to men everywhere. #deb…",,, no  thats not locker room talk thats sexual assault youre an embarrassment to men everywhere …,0,0,0
5,5,2016-10-10 01:19:33.562,,"RT @grist: Trump: ""It's just words, folks. Just words."" #debates",,, trump its just words folks just words,2,2,2
6,6,2016-10-10 01:19:33.681,,FLY JUST LANDED ON HER HEAD. #debate,,,fly just landed on her head,2,2,2
7,7,2016-10-10 01:19:33.665,,RT @JoyAnnReid: Clinton is looking right at Donald Trump as he's making his attack. #debate,,, clinton is looking right at donald trump as hes making his attack,2,2,2
8,8,2016-10-10 01:19:33.635,,RT @saraschaefer1: Hillary's demeanor tonight is so different. She's seething yet composed. Furious. For all of us. #debate,,, hillarys demeanor tonight is so different shes seething yet composed furious for all of us,2,2,2
9,9,2016-10-10 01:19:33.532,,Here we go... this town halls getting #lockerroomtalk and Trump spiraling out of control #debate,,,here we go this town halls getting and trump spiraling out of control,2,2,2
10,10,2016-10-10 01:19:33.617,,RT @RadioFreeTom: Imagine trying to brief this man during an international crisis. #debate,,, imagine trying to brief this man during an international crisis,2,2,2
11,11,2016-10-10 01:19:33.641,,"RT @SethMacFarlane: Trump: (sniff sniff sniff) [eyes snap open] ""Gasp!  My muffins!"" [sprints offstage]",,, trump sniff sniff sniff [eyes snap open] gasp my muffins [sprints offstage],0,0,0
12,12,2016-10-10 01:19:33.547,,"RT @jeremyscahill: Trump: I've gotten to know people in this country, grabbed a few pussies here and there, and I want to make it great aga…",,, trump ive gotten to know people in this country grabbed a few pussies here and there and i want to make it great aga…,2,2,2
13,13,2016-10-10 01:19:33.640,,Donald trump is a savage 🔥,,,donald trump is a savage,2,2,2
14,14,2016-10-10 01:19:33.722,,"Hillary, YOU should feel ashamed for HIS words.",,,hillary you should feel ashamed for his words,2,2,2
15,15,2016-10-10 01:19:33.601,,"RT @ToeKnee2GX: In all fairness to Trump, Vagina, like Isis, has been known to ruin lives",,, in all fairness to trump vagina like isis has been known to ruin lives,2,2,2
16,16,2016-10-10 01:19:34.668,,LOCKER ROOM TALK IS UTTER BULLSHIT.  #debate,,,locker room talk is utter bullshit,2,2,2
17,17,2016-10-10 01:19:34.376,,Donald trump dodging questions like Neo. #debate https://t.co/G8ZO7clu64,,,donald trump dodging questions like neo,2,2,2
18,18,2016-10-10 01:19:34.668,,"Wow, did the audience really just applaud🤔 #debate",,,wow did the audience really just applaud🤔,2,2,2
19,19,2016-10-10 01:19:34.549,,"these are not things people say, @realDonaldTrump . These are things that PIGS like you say.  and DO #debate",,,these are not things people say  these are things that pigs like you say and do,2,2,2
20,20,2016-10-10 01:19:34.601,,RT @mrdaveyd: Remember when @realDonaldTrump said he needed to protect the country from rapist who come from Mexico... But Trump is the wan…,,, remember when said he needed to protect the country from rapist who come from mexico but trump is the wan…,2,2,2
21,21,2016-10-10 01:19:34.597,,"""That was locker room talk."" 
""Yes I'm a good role model! 

NO parent wants their kids to model Trump's ""locker room talk."" #debate",,,that was locker room talk yes im a good role model no parent wants their kids to model trumps locker room talk,2,2,2
22,22,2016-10-10 01:19:34.595,,this lmao #debates https://t.co/i4mC6LroTL,,,this lmao,2,2,2
23,23,2016-10-10 01:19:34.662,,"RT @Phil_Lewis_: I cringe every time Trump says ""The African-Americans."" #debate",,, i cringe every time trump says the african-americans,2,2,2
24,24,2016-10-10 01:19:34.605,,"Woah, that fly landed on Clinton. #debate",,,woah that fly landed on clinton,2,2,2
25,25,2016-10-10 01:19:34.662,,"@ trump 

I'm pretty sure Hillary was running for president right #debate",,,trump im pretty sure hillary was running for president right,2,2,2
26,26,2016-10-10 01:19:34.526,,"Go high, Hillary. Go high.",,,go high hillary go high,2,2,2
27,27,2016-10-10 01:19:34.612,,Hillary is just eating. this. up.,,,hillary is just eating this up,2,2,2
28,28,2016-10-10 01:19:34.566,"University City, MO",Why do we have to always bring up Bill when discussing Hillary???? Reasons why feminism is needed,-90.331882,38.6647105,why do we have to always bring up bill when discussing hillary reasons why feminism is needed,0,0,0
29,29,2016-10-10 01:19:34.661,,They asked Trump about himself and he keeps trying to deflect! Words mean things! #debate,,,they asked trump about himself and he keeps trying to deflect words mean things,2,2,2
30,30,2016-10-10 01:19:34.530,,"RT @vpostrel: If you didn’t know the backstory, you’d think Trump just accused Bill Clinton of raping a 12 year old.",,, if you didn’t know the backstory you’d think trump just accused bill clinton of raping a year old,2,2,2
31,31,2016-10-10 01:19:34.643,,Get em Hillary  #debate,,,get em hillary,2,2,2
32,32,2016-10-10 01:19:34.600,,"RT @LindaSuhler: Look who plunged into the garbage.
Anderson Cooper.
What a piece of OWNED shit you are.
#Debate #VoteTrump",,, look who plunged into the garbage anderson cooper what a piece of owned shit you are,2,2,2
33,33,2016-10-10 01:19:34.664,,"RT @knottyyarn: Every time Trump talks I learn so much about myself. I didn't know I lived in the inner-city, where all black people live!",,, every time trump talks i learn so much about myself i didnt know i lived in the inner-city where all black people live,0,0,0
34,34,2016-10-10 01:19:34.540,,"RT @KissMySthrnSass: New #Debates drinking game: chug every time Trump blames ""locker room talk"" #OneTwoThreeBlackout",,, new drinking game chug every time trump blames locker room talk,2,2,2
35,35,2016-10-10 01:19:34.515,,SNOPES DEBUNKED HILLARY LAUGHING AT A RAPE VICTIM ALREADY #debates #jesustakethewheel,,,snopes debunked hillary laughing at a rape victim already,2,2,2
36,36,2016-10-10 01:19:34.680,,"Cooper: Your laces aren't tied
Trump: We'll I've have you know I apologise but do you know president Clinton he did horrible things #debate",,,cooper your laces arent tied trump well ive have you know i apologise but do you know president clinton he did horrible things,0,0,0
37,37,2016-10-10 01:19:34.579,,Trump is disgusting,,,trump is disgusting,2,2,2
