,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
0,0,2016-10-10 01:45:10.699,,"RT @ThePatriot143: There's no islamophobia in America, theres Ameriphobia  #debate",,, theres no islamophobia in america theres ameriphobia,0,0,0
1,1,2016-10-10 01:45:10.434,,I love that @realDonaldTrump is keeping those moderators in line! @cnn #debates @FoxNews #Trump is our next president! It's clear now. #maga,,,i love that is keeping those moderators in line is our next president its clear now,4,4,4
2,2,2016-10-10 01:45:10.582,,RT @sageboggs: Trump is basically if this headline ran for president https://t.co/fp35B4Z5xS,,, trump is basically if this headline ran for president,2,2,2
3,3,2016-10-10 01:45:10.674,,"RT @kimchowmein: Trump is that creepy guy who tries to talk to you after the bar has closed when you’re waiting for your uber, just with mo…",,, trump is that creepy guy who tries to talk to you after the bar has closed when you’re waiting for your uber just with mo…,2,2,2
4,4,2016-10-10 01:45:10.557,,"RT @TweetingJam: Me every time Trump says something about ""The African Americans."" #Debate https://t.co/jkmZp1VHke",,, me every time trump says something about the african americans,2,2,2
5,5,2016-10-10 01:45:10.682,,#debate He is like 5th grader. I am ashamed to see this man as the nominee of the top leadership of this country.,,,he is like th grader i am ashamed to see this man as the nominee of the top leadership of this country,2,2,2
6,6,2016-10-10 01:45:10.363,,Hard at work! Enjoying your #debate coverage tonight @PSMRG_UTK https://t.co/fNeb9LCSVC,,,hard at work enjoying your coverage tonight c,2,2,2
7,7,2016-10-10 01:45:10.640,,RT @dresvibe: Rewound my TV 5 times to confirm this fly was real. Most impressive part of the #debate  so far. https://t.co/MsF280Oa8h,,, rewound my tv times to confirm this fly was real most impressive part of the so far,2,2,2
8,8,2016-10-10 01:45:11.668,,RT @SabrinaSiddiqui: Donald Trump's response to a Muslim asking how to battle Islamophobia is to portray Muslims as radical terrorists.,,, donald trumps response to a muslim asking how to battle islamophobia is to portray muslims as radical terrorists,2,2,2
9,9,2016-10-10 01:45:11.649,,RT @MustafaThePoet: Trump wants us Muslims to report so if any of u guys get invited to the ISIS whatsapp group let me know,,, trump wants us muslims to report so if any of u guys get invited to the isis whatsapp group let me know,2,2,0
10,10,2016-10-10 01:45:11.577,,You know how I know #Hilary Clinton is full of💩💩💩???  Look at all the flies that keep landing on her during this debate #PresidentialDebate,,,you know how i know clinton is full of look at all the flies that keep landing on her during this debate,2,2,2
11,11,2016-10-10 01:45:11.621,,"RT @RachelKathryn26: ""No answer the question."" YES MARTHA IS ALL OF US #debate",,, no answer the question yes martha is all of us,2,2,2
12,12,2016-10-10 01:45:11.637,,@chucktodd @Lawrence @hardball Hillary Clinton  just earned my vote. She has solutions not just words. DJT is boiling over lol,,,hillary clinton just earned my vote she has solutions not just words djt is boiling over lol,2,2,2
13,13,2016-10-10 01:45:11.482,,RT @Lizzs_Lockeroom: Important reminder before the #debate https://t.co/lpK5JvgE8Q,,, important reminder before the,2,2,2
14,14,2016-10-10 01:45:11.658,,"RT @ChrisKlemens: Trump shrugs off sexual assault, yet Hillary is STILL ridiculed about these fucking emails...interesting #debates",,, trump shrugs off sexual assault yet hillary is still ridiculed about these fucking emailsinteresting,0,0,0
15,15,2016-10-10 01:45:11.609,,RT @PamelaStar23: OMG talk about Rigged #Debate Telling them calm down when it's for Tump!,,, omg talk about rigged telling them calm down when its for tump,2,2,2
16,16,2016-10-10 01:45:11.414,,also Captain Khan died in 2004 - unclear how that is Hillary Clinton's fault #factcheck2016 #gpprdebate,,,also captain khan died in - unclear how that is hillary clintons fault,0,0,0
17,17,2016-10-10 01:45:11.632,,RT @mic: Anderson Cooper after the #debate https://t.co/hKYn5856Tb,,, anderson cooper after the,2,2,2
18,18,2016-10-10 01:45:11.430,,"RT @PolitiFact: LIVE FACT-CHECK: Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""…",,, live fact-check hillary clinton wants to increase syrian refugees to this country by percent…,2,2,2
19,19,2016-10-10 01:45:11.677,,RT @thinkpiecebot: It's Time To Remake Donald Trump's Predatory As Fuck Body Language,,, its time to remake donald trumps predatory as fuck body language,2,2,2
20,20,2016-10-10 01:45:11.647,,"RT @sarahkendzior: Horrific to watch him imply all Muslims are terrorists directly to a Muslim woman. A new low, even for him. #debate",,, horrific to watch him imply all muslims are terrorists directly to a muslim woman a new low even for him,2,2,2
21,21,2016-10-10 01:45:11.630,,RT @iJesseWilliams: Trump is the king of empty sentences. No actual information. Like giving a presentation in class when u did none of the…,,, trump is the king of empty sentences no actual information like giving a presentation in class when u did none of the…,0,0,0
22,22,2016-10-10 01:45:11.507,,"RT @sallykohn: For fuck's sake, Trump, 1 out of 2 terror threats post 9/11 were FOILED BY TIPS FROM MUSLIMS!!!!!!

#debate #debates2016",,, for fucks sake trump out of terror threats post /11 were foiled by tips from muslims,2,2,2
23,23,2016-10-10 01:45:11.680,,Trump got off easy about the pussy comments tbh Hillary could've destroyed him about those,,,trump got off easy about the pussy comments tbh hillary couldve destroyed him about those,2,2,2
24,24,2016-10-10 01:45:11.659,,Mod interrupting Trump: Why did banning Muslims evolve to extreme vetting.  Isn't it Hillary's job to challenge her opponent?,,,mod interrupting trump why did banning muslims evolve to extreme vetting isnt it hillarys job to challenge her opponent,0,0,0
25,25,2016-10-10 01:45:11.498,,Donald Trump used Bill Clinton transgressions to defend his. That my friends is called Snitching. Men with no code cant lead. #Debates2016,,,donald trump used bill clinton transgressions to defend his that my friends is called snitching men with no code cant lead,0,0,0
26,26,2016-10-10 01:45:11.668,,"RT @PatskriegDotCom: Desperately want to see a pie chart of how much time Trump spends on:
- ISIS
- Complaining that the debate isn't fair…",,, desperately want to see a pie chart of how much time trump spends on - isis - complaining that the debate isnt fair…,2,2,2
27,27,2016-10-10 01:45:11.357,,RT @fuggirls: Hillary turn around there's something behind you girl TURN AROUND. #horrormovie #debate -H https://t.co/nzzn6JfD49,,, hillary turn around theres something behind you girl turn around -h 9,2,2,2
28,28,2016-10-10 01:45:11.612,,RT @JohnFugelsang: Wait til Donald is before St Peter &amp; finds out what 'extreme vetting' really means. #debate,,, wait til donald is before st peter &amp finds out what extreme vetting really means,2,2,2
29,29,2016-10-10 01:45:11.597,,"RT @RTSportsTalk: Clinton: ""It's a good thing that Donald isn't in charge of the justice system""

Trump: ""Because you'd be in jail"" https:/…",,, clinton its a good thing that donald isnt in charge of the justice system trump because youd be in jail https/…,2,2,2
30,30,2016-10-10 01:45:11.661,,"Can we ""extreme vetting"" trump off this planet? #debates2016",,,can we extreme vetting trump off this planet,2,2,2
31,31,2016-10-10 01:45:11.615,,"RT @jonnysun: muslim person: what are u going to do about islamophobia

trump: oh easy. you muslims have to report yourselves for the terro…",,, muslim person what are u going to do about islamophobia trump oh easy you muslims have to report yourselves for the terro…,2,2,2
32,32,2016-10-10 01:45:11.634,,"RT @FailGOP: Moderators: ""Mr. Trump, we will stop interrupting you when you start answering the questions."" #debate",,, moderators mr trump we will stop interrupting you when you start answering the questions,2,2,2
33,33,2016-10-10 01:45:11.679,,RT @AnnCoulter: YES! YES! YES!  Trump points out that Capt Khan (the son who died fighting for America) would still be alive if he were pre…,,, yes yes yes trump points out that capt khan the son who died fighting for america would still be alive if he were pre…,0,0,0
34,34,2016-10-10 01:45:11.350,,RT @Bipartisanism: Donald Trump at the #debate be like: https://t.co/zu1E6nAt1M,,, donald trump at the be like,2,2,2
35,35,2016-10-10 01:45:11.617,,RT @YoungDems4Trump: Hillary is pretending that she's gonna attack Prescription costs? She IS Big Pharma. #CrookedHillary #Debate,,, hillary is pretending that shes gonna attack prescription costs she is big pharma,2,2,2
36,36,2016-10-10 01:45:11.631,,"RT @Call4AMedic: what impact did rap music have on a rich, 60-year old white man when he talked about sexually assaulting women? https://t.…",,, what impact did rap music have on a rich -year old white man when he talked about sexually assaulting women,2,2,2
37,37,2016-10-10 01:45:11.540,,RT @TeamTrump: ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV,,, only will end what even called a crazy system,2,2,2
38,38,2016-10-10 01:45:11.605,,"RT @samkalidi: In fairness, those 33,000 emails were just locker room talk #debate",,, in fairness those 000 emails were just locker room talk,2,2,2
39,39,2016-10-10 01:45:11.563,,"RT @jbarro: This is the debate America deserves, frankly.",,, this is the debate america deserves frankly,2,2,2
40,40,2016-10-10 01:45:11.559,,RT @brosandprose: SYRAIN REFUGEES ARE NOT A TROJAN HORSE. #Debate https://t.co/bmvOlizXEV,,, syrain refugees are not a trojan horse,2,2,2
41,41,2016-10-10 01:45:11.664,,"RT @theanime_manime: Trump: ""MOOOOOM DAAAAAD WHY DON'T YOU YELL AT HILLARY TOO?!?!?!""
Because she actually answers the questions asked you…",,, trump mooooom daaaaad why dont you yell at hillary too because she actually answers the questions asked you…,2,2,2
42,42,2016-10-10 01:45:11.677,,RT @arhinkle1: Date idea: Buy me a frosty and laugh at Donald Trump memes,,, date idea buy me a frosty and laugh at donald trump memes,2,2,2
43,43,2016-10-10 01:45:11.608,,RT @NPRinskeep: Did Trump just complain about someone interrupting him?,,, did trump just complain about someone interrupting him,2,2,2
44,44,2016-10-10 01:45:11.571,,"RT @michellemalkin: Trump is doing very well in this #ThreeOnOneDebate - RT if you agree! 
#debates",,, trump is doing very well in this - rt if you agree,2,2,2
45,45,2016-10-10 01:45:11.585,,RT @ananavarro: The (R) behind Donald Trump's name does not stand for Republican. It stands for REPREHENSIBLE. REPUGNANT. REPULSIVE.,,, the r behind donald trumps name does not stand for republican it stands for reprehensible repugnant repulsive,2,2,2
46,46,2016-10-10 01:45:11.669,,"RT @CNN: Donald Trump attacks Hillary Clinton and President Obama, saying they won’t say the words “radical Islamic terror” https://t.co/no…",,, donald trump attacks hillary clinton and president obama saying they won’t say the words “radical islamic terror”,2,2,2
47,47,2016-10-10 01:45:11.639,,@holly_reality @CaroleRadziwill @realDonaldTrump I wish u got this debate so u heard him say it,,,i wish u got this debate so u heard him say it,2,2,2
48,48,2016-10-10 01:45:11.691,,"RT @raymondbraun: People are experiencing anxiety and fear watching Trump tonight. 

The President is meant to reassure, calm, and lead the…",,, people are eeriencing anxiety and fear watching trump tonight the president is meant to reassure calm and lead the…,2,2,2
49,49,2016-10-10 01:45:11.116,,Raditz!? https://t.co/euJbFS1iLq,,,raditz,2,2,2
50,50,2016-10-10 01:45:11.383,,@blanchemorton so focus on the debate and not the tweets https://t.co/tut83HdfPJ,,,so focus on the debate and not the tweets,2,2,2
51,51,2016-10-10 01:45:11.418,,These moderators must be awful rec league pitchers cause Hillary is slamming their soft lob questions out of the park 🤔,,,these moderators must be awful rec league pitchers cause hillary is slamming their soft lob questions out of the park 🤔,2,2,2
52,52,2016-10-10 01:45:11.707,,"RT @TrumpetingTrump: .@realDonaldTrump just said what I'd hoped he'd say about the Khan son, killed by Hillary's vote! #Debate https://t.co…",,,  just said what id hoped hed say about the khan son killed by hillarys vote,2,2,2
53,53,2016-10-10 01:45:11.586,,Moderators interrupting Trump to often and not Clinton .. bias for sure!! Trump holding going well,,,moderators interrupting trump to often and not clinton  bias for sure trump holding going well,2,2,2
54,54,2016-10-10 01:45:11.679,,"RT @BayoumiMoustafa: I'm a Muslim, and I would like to report a crazy man threatening a woman on a stage in Missouri.  #debate",,, im a muslim and i would like to report a crazy man threatening a woman on a stage in missouri,2,2,2
55,55,2016-10-10 01:45:11.658,,RT @jacobinmag: Trump is certainly unhinged. But framing him as a GOP anomaly exonerates the movement and party that produced him. https://…,,, trump is certainly unhinged but framing him as a gop anomaly enerates the movement and party that produced him https//…,2,2,2
56,56,2016-10-10 01:45:12.683,,Trump lurking in the background of the camera frame getting chuckles. People wondering what he is doing behind his chair. #debate,,,trump lurking in the background of the camera frame getting chuckles people wondering what he is doing behind his chair,2,2,2
57,57,2016-10-10 01:45:12.663,,"RT @SethMacFarlane: In the year two-thousand sixteen, we have a VP candidate who denies evolution.  Just in case you thought Trump was hogg…",,, in the year two-thousand sixteen we have a vp candidate who denies evolution just in case you thought trump was hogg…,4,4,4
58,58,2016-10-10 01:45:12.240,,RT @fullbright: Gettin ready for the debate!! https://t.co/hVbk1apUKp,,, gettin ready for the debate,2,2,2
59,59,2016-10-10 01:45:12.639,,"RT @PolitiFact: LIVE FACT-CHECK: The claim that refugees aren’t vetted is False.
https://t.co/it2V1SRfwL https://t.co/2LSIb2kC5n",,, live fact-check the claim that refugees aren’t vetted is false,2,2,2
60,60,2016-10-10 01:45:12.440,,RT @RobinWigg: This is the FORMER RNC CHAIR. https://t.co/GXZtSQ9Uxy,,, this is the former rnc chair,2,2,2
61,61,2016-10-10 01:45:12.244,,PRESIDENTIAL DEBATE LIVE BLOG: Trump tells Clinton if he was in charge 'you'd be in jail' https://t.co/YQ1HsdS9X9 https://t.co/Sl5qVJFbqF,,,presidential debate live blog trump tells clinton if he was in charge youd be in jail 9,2,2,2
62,62,2016-10-10 01:45:12.660,,RT @scATX: how is this a presidential debate,,, how is this a presidential debate,2,2,2
63,63,2016-10-10 01:45:12.639,,"""#Hillary will not let anyone into our country that is a threat."" What a BOLD FACED LIE.
#Rapeugees 
#Debates",,, will not let anyone into our country that is a threat what a bold faced lie,2,2,2
64,64,2016-10-10 01:45:12.631,,your entire show is a series of stupid comments on tape https://t.co/KcRSz94bxr,,,your entire show is a series of stupid comments on tape,2,2,2
65,65,2016-10-10 01:45:12.540,,"Trojan horse is the truth, hrc abd obama are idiots #debate",,,trojan horse is the truth hrc abd obama are idiots,2,2,2
66,66,2016-10-10 01:45:12.532,,"RT @brunelldonald: You deleted 39,000 you should be ashamed of yourself! Preach! Donald J. Trump #MAGA",,, you deleted 000 you should be ashamed of yourself preach donald j trump,2,2,2
67,67,2016-10-10 01:45:12.668,,"RT @NickKristof: Trump says Syrian refugees coming in by the ""hundreds of thousands."" Huh? Just 11,000 so far. Canada has admitted 35,000.",,, trump says syrian refugees coming in by the hundreds of thousands huh just 000 so far canada has admitted 000,0,0,0
68,68,2016-10-10 01:45:12.573,,"RT @DarrahValentine: 🚨Hillary Clinton🚨
✔Gets more time than Trump
✔Anderson Cooper is not interrupting her like he has Trump...twice https:…",,, hillary clinton gets more time than trump anderson cooper is not interrupting her like he has trumptwice https…,0,0,0
69,69,2016-10-10 01:45:12.706,,Trump literally answers 0 questions asked to him in these debates ... he just rambles and repeats pointless shit,,,trump literally answers questions asked to him in these debates  he just rambles and repeats pointless shit,2,2,2
70,70,2016-10-10 01:45:12.580,,"Just one of the many traits of a dictator. 
#bigleaguedebate https://t.co/4zoQxYCn9J",,,just one of the many traits of a dictator,2,2,2
71,71,2016-10-10 01:45:12.701,,Screw the debate. The Giants finally started playing defense!,,,screw the debate the giants finally started playing defense,2,2,2
72,72,2016-10-10 01:45:12.686,,"RT @ProfKCW: HRC: VIOLENT JIHADIST TERRORISTS. We r not at war with Muslims

#Debate
@MSNBC
@CNN",,, hrc violent jihadist terrorists we r not at war with muslims,2,2,2
73,73,2016-10-10 01:45:12.651,,"RT @tyleroakley: ""i'm a gentleman!"" -man who brags about sexual assault #debate",,, im a gentleman -man who brags about sexual assault,2,2,2
74,74,2016-10-10 01:45:12.530,,"RT @KathyShelton_: No little girl should suffer violent rape like I did...

But no grown woman should attack that little girl like @Hillary…",,, no little girl should suffer violent rape like i did but no grown woman should attack that little girl like …,0,0,0
75,75,2016-10-10 01:45:12.620,,RT @JillBidenVeep: We are all dumber for listening to Trump's response about Muslims. #Debate,,, we are all dumber for listening to trumps response about muslims,2,2,2
76,76,2016-10-10 01:45:12.632,,I left the #debate to fold laundry &amp; watch comedy about 15 minutes ago. I left feeling gross yet incredibly grateful to claim Jesus as Lord.,,,i left the to fold laundry &amp watch comedy about minutes ago i left feeling gross yet incredibly grateful to claim jesus as lord,0,0,0
77,77,2016-10-10 01:45:12.696,,"""we know nothing...."" speak only for yourself you idiot #debate",,,we know nothing speak only for yourself you idiot,2,2,2
78,78,2016-10-10 01:45:12.522,,RT @JoyAnnReid: Trump is trashing Canadian healthcare now. Does anybody think Canada has crappy healthcare? #debate,,, trump is trashing canadian healthcare now does anybody think canada has crappy healthcare,0,0,0
79,80,2016-10-10 01:45:12.564,,That statement made me cheer #debates https://t.co/o6WwAr8rXU,,,that statement made me cheer u,2,2,2
80,81,2016-10-10 01:45:12.606,,"RT @SolidBlue2012: The GOP has a lot of thinking to do.  They're gonna need time.  Maybe 8 years.  Vote for Democrats.

#ImWithHer…",,, the gop has a lot of thinking to do theyre gonna need time maybe years vote for democrats …,2,2,2
81,82,2016-10-10 01:45:12.674,,"RT @gilbertcocteaus: moderator: you boasted about sexually assaulting women
trump: i will beat ISIS
moderator: https://t.co/309Pcqzsva",,, moderator you boasted about sexually assaulting women trump i will beat isis moderator,2,2,2
82,83,2016-10-10 01:45:12.587,,@sink_or_swim obvs. Cuz like Trump said so.,,,obvs cuz like trump said so,2,2,2
83,84,2016-10-10 01:45:12.675,,RT @saraschaefer1: It's too bad so much water is going to be wasted tonight while we all sit in our showers crying for an hour trying to sc…,,, its too bad so much water is going to be wasted tonight while we all sit in our showers crying for an hour trying to sc…,0,0,0
84,85,2016-10-10 01:45:12.565,,RT @savannah_lb: Trump is literally threatening to throw Hillary in the Gulag if he wins the presidency... #Debate,,, trump is literally threatening to throw hillary in the gulag if he wins the presidency,2,2,2
85,86,2016-10-10 01:45:12.551,,"RT @TheDailyShow: Make America Lurk Again. 
#Debate https://t.co/BvoVhi545G",,, make america lurk again,2,2,2
86,87,2016-10-10 01:45:12.573,,RT @asmamk: Trump again repeats this highly MISPROVEN idea that Muslims are aware of domestic terrorism and keep it on the DL. #debate,,, trump again repeats this highly misproven idea that muslims are aware of domestic terrorism and keep it on the dl,2,2,2
87,89,2016-10-10 01:45:12.641,,RT @charliekirk11: ISIS has openly admitted they are trying to infiltrate the refugee pool. #Debate,,, isis has openly admitted they are trying to infiltrate the refugee pool,2,2,2
88,90,2016-10-10 01:45:12.481,,"RT @usatoday2016: Trump, angrily, to Clinton: 'No I'm a gentleman, Hillary, go ahead' https://t.co/af2mykw5ZR via @coopallen",,, trump angrily to clinton no im a gentleman hillary go ahead via,2,2,2
89,91,2016-10-10 01:45:12.676,,"RT @warrenleightTV: Trump: I'm a gentleman

Fact check: No.",,, trump im a gentleman fact check no,2,2,2
90,92,2016-10-10 01:45:12.650,,"RT @Newsweek: #Debate fact check: In 2002, Donald Trump told Howard Stern he supported the Iraq war https://t.co/p3lgZupfRm",,, fact check in  donald trump told howard stern he supported the iraq war,2,2,2
91,93,2016-10-10 01:45:12.272,,PRESIDENTIAL DEBATE LIVE BLOG: Trump tells Clinton if he was in charge 'you'd be in jail' https://t.co/vI3Q2TxC3T https://t.co/1v07KzsL6b,,,presidential debate live blog trump tells clinton if he was in charge youd be in jail,2,2,2
92,94,2016-10-10 01:45:12.674,,sometimes you just need to turn off the gross farce of a debate and watch halloween wars,,,sometimes you just need to turn off the gross farce of a debate and watch halloween wars,2,2,2
