,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 02:32:18.623,,"Mr Trump, yes or no, will you do ""X""?  Trump: [points behind host] WTF IS THAT?! #debate #TheArtOfTheDodge",,,mr trump yes or no will you do x trump [points behind host] wtf is that,4,2
1,2016-10-20 02:32:18.716,,"""repeal and replace"" REPLACE WITH WHAT DONALD #debate",,,repeal and replace replace with what donald,2,2
2,2016-10-20 02:32:18.695,,"IF TRUMP BECOMES POTUS
YOU BETTER HOPE THERE'S SOMEONE LEFT TO HELP YOU
 #OpTrumpUNFIT 
https://t.co/qsjnu9Z23x",,,if trump becomes potus you better hope theres someone left to help you,2,2
3,2016-10-20 02:32:18.463,"Los Angeles, CA","Trump: can I respond
Chris Wallace: well, no actually
Hillary: https://t.co/aSCXKFBaa6",-118.4119065,34.0207895,trump can i respond chris wallace well no actually hillary,2,2
4,2016-10-20 02:32:18.586,,@BruceLeshan @wusa9 -I noticed! Plus relentlessly bashing Trump! More dirty politics displayed by 30yr Estb career politician. So typical.,,,-i noticed plus relentlessly bashing trump more dirty politics displayed by yr estb career politician so typical,2,2
5,2016-10-20 02:32:18.605,,How is it possible we never knew what a brilliant man trump is.... he must be if HE says so! NOT,,,how is it possible we never knew what a brilliant man trump is he must be if he says so not,2,0
6,2016-10-20 02:32:18.536,,Donald Trump -- Accuser's Story of 'Disappearing' Airplane Armrest Rings True (PHOTOS) https://t.co/WpqNwRufvM https://t.co/rEZtPsFMIj,,,donald trump -- accusers story of disappearing airplane armrest rings true photos,2,2
7,2016-10-20 02:32:18.417,"Houston, TX","Trump: I'm going to cut taxes
Wallace: That's not going to help it. https://t.co/ebJ1Lfu16a",-95.4464865,29.838495,trump im going to cut taxes wallace thats not going to help it,2,0
8,2016-10-20 02:32:18.568,,Donald Trump Won’t Commit to Accepting the Election Results: ‘I Will Keep You in Suspense’ https://t.co/A4IhMzt7Hy,,,donald trump won’t commit to accepting the election results ‘i will keep you in suspense’,2,2
9,2016-10-20 02:32:18.657,,Anyone want to join me in a giant wave for Donald Trump after tonight's debate? #ThreeCheers,,,anyone want to join me in a giant wave for donald trump after tonights debate,2,2
10,2016-10-20 02:32:18.708,,@maddow where has Trump been for that past thirty years. Why has he not made any suggestions till now,,,where has trump been for that past thirty years why has he not made any suggestions till now,0,0
11,2016-10-20 02:32:19.619,,Holocaust denier. #debatenight  https://t.co/WsBjcJp8XD,,,holocaust denier 8,2,2
12,2016-10-20 02:32:19.654,,"Hillary's dad wasn't a small businessman, he was in charge of the mafia after Al Capone died, look it up",,,hillarys dad wasnt a small businessman he was in charge of the mafia after al capone died look it up,2,0
13,2016-10-20 02:32:19.529,,'You just like Hillary because you're a girl'... and you just like trump because you're a guy???? What??? Makes no sense.,,,you just like hillary because youre a girl and you just like trump because youre a guy what makes no sense,2,4
14,2016-10-20 02:32:19.568,,"It's a bit of a charlie-foxtrot ... just like the last two. 

Someone needs to count the words ""disaster"" and ""bigl… https://t.co/bECWT86gk1",,,its a bit of a charlie-foxtrot  just like the last two someone needs to count the words disaster and bigl… 1,2,2
15,2016-10-20 02:32:19.626,,I opposed going into Iraq. Hillary voted for it.  #BigLeagueTruth,,,i opposed going into iraq hillary voted for it,2,2
16,2016-10-20 02:32:19.623,,DONALD TRUMP is the next POTUS! Destroying Hillary on the 3rd debate. Hillary has a nervous smile she knows shes owned! #debate #Trump2016,,,donald trump is the next potus destroying hillary on the rd debate hillary has a nervous smile she knows shes owned,0,2
17,2016-10-20 02:32:19.600,,@KaivanShroff @StillWithHer  whohoooooo! Great job Hillary! @HillaryClinton @ImwithHer2016,,,whohoooooo great job hillary,2,2
18,2016-10-20 02:32:19.592,,GRAND BARGAIN MAKES AN APPEARANCE!!!!  #debate,,,grand bargain makes an appearance,0,2
19,2016-10-20 02:32:19.696,,Isis is pussy shit #debate,,,isis is pussy shit,4,2
20,2016-10-20 02:32:19.740,,"Chris Wallace: “Would President Trump...”
Me: *shudders*",,,chris wallace “would president trump” me shudders,2,2
21,2016-10-20 02:32:19.700,,#Debatenight Times Chris Wallace fact checked trump--2 Hillary--0 Times Chris Wallace nudged them to stay on topic-Trump-- 2 Hillary--0,,,times chris wallace fact checked trump--2 hillary--0 times chris wallace nudged them to stay on topic-trump-- hillary--0,2,2
22,2016-10-20 02:32:19.707,,"Trump blames trade agreements for shipping his company's job overseas. No, you made that decision. Own your ethics.",,,trump blames trade agreements for shipping his companys job overseas no you made that decision own your ethics,2,2
23,2016-10-20 02:32:20.678,"Fayetteville, NC",Hillary had that cam Newton head bob there,-79.0021125,35.054627,hillary had that cam newton head bob there,2,2
24,2016-10-20 02:32:20.339,,"Not possible... watch cnn poll guy, he explains the electorate votes perfectly. To say Hilary is winning is an unde… https://t.co/0YXSWwioTS",,,not possible watch cnn poll guy he elains the electorate votes perfectly to say hilary is winning is an unde…,4,2
25,2016-10-20 02:32:20.591,,That high stick was like Hillary trying to pull a Fast one with her emails. Amirite? #PunnyPolitics #FastIsHisLastName,,,that high stick was like hillary trying to pull a fast one with her emails amirite,4,2
26,2016-10-20 02:32:20.687,"St Petersburg, FL",Social Security is gonna run out of money in 2030?  We're over 20 TRILLION in debt TODAY. #debatenight #debate,-82.672903,27.7957195,social security is gonna run out of money in  were over trillion in debt today,2,0
27,2016-10-20 02:32:20.539,"San Francisco, CA",One wonders if after this election cycle if 'Trump' will come to mean 'overhyped failure' in the English language.,-122.4359785,37.7706565,one wonders if after this election cycle if trump will come to mean overhyped failure in the english language,2,2
28,2016-10-20 02:32:20.718,,Donald trump is rl ignorant,,,donald trump is rl ignorant,2,2
29,2016-10-20 02:32:20.636,,I told NBC4 who I thought was winning the debate. Cast your vote now #ivoted #NBC4You #ipickedTrump https://t.co/NpXu50GS94,,,i told nbc4 who i thought was winning the debate cast your vote now,2,2
30,2016-10-20 02:32:20.586,,Trump talking about cutting taxes is only for the wealthy.,,,trump talking about cutting taxes is only for the wealthy,2,2
31,2016-10-20 02:32:20.627,,"""How Silicon Valley Treats a Trump Backer: Peter Thiel"" by DAVID STREITFELD and MIKE ISAAC via NYT https://t.co/NCuZLKRQrk",,,how silicon valley treats a trump backer peter thiel by david streitfeld and mike isaac via nyt,2,2
32,2016-10-20 02:32:20.667,,Trump you stay away from my healthcare! #debatenight,,,trump you stay away from my healthcare,2,2
33,2016-10-20 02:32:20.594,,Playing on my PC seems imminently more intelligent than watching the debate.  I have never felt this way about an election.,,,playing on my pc seems imminently more intelligent than watching the debate i have never felt this way about an election,2,2
34,2016-10-20 02:32:20.648,,"Yeah, he really did. https://t.co/bMALrey603",,,yeah he really did,2,2
35,2016-10-20 02:32:20.499,,"Medicare &amp; SS are going to run out of money in the near future, Hillary &amp; Obama: Let's give tons of non-taxpaying Illegals welfare! #debate",,,medicare &amp ss are going to run out of money in the near future hillary &amp obama lets give tons of non-taaying illegals welfare,2,2
36,2016-10-20 02:32:21.669,,"Cut taxes on who, Trump? The poor? I'm all for. The rich? WE NEED TAXES, YOU BABOON. #Debatenight",,,cut taxes on who trump the poor im all for the rich we need taxes you baboon,2,0
37,2016-10-20 02:32:21.725,,"Fuck Donald Trump
Rt
Fuck Donald Trump ! 
Rt
Fuck Donald Trump !
Rt
Fuck Donald Trump !
Rt
Fuck Donald Trump !
Rt 
Fuck Donald Trump !",,,fuck donald trump rt fuck donald trump  rt fuck donald trump  rt fuck donald trump  rt fuck donald trump  rt fuck donald trump ,2,0
38,2016-10-20 02:32:21.677,,#Debate #FactCheck: Hillary’s ‘War Drums’ Confirm Putin’s Fears of “Rushing Irreversibly”… … https://t.co/lEaX5OMQph|sS,,, hillary’s ‘war drums’ confirm putin’s fears of “rushing irreversibly”… …,2,2
39,2016-10-20 02:32:21.558,,"This debate is worse than four year olds arguing, BTW where is your U.S pin hillary?? #DebateHeadache #debate #hillary #trump #ugh",,,this debate is worse than four year olds arguing btw where is your us pin hillary,2,0
40,2016-10-20 02:32:21.689,,Hillary is getting a combo tired/pissed look. #FoxNews #FoxDebate,,,hillary is getting a combo tired/pissed look,2,2
41,2016-10-20 02:32:21.617,,#socialmedia British artist sues Trump campaign over anti-refugee 'Skittles' tweet: A British artist is... https://t.co/use1KeyJIr #news,,,british artist sues trump campaign over anti-refugee skittles tweet a british artist is,2,2
42,2016-10-20 02:32:21.730,,"You, @realDonaldTrump, are a walking and talking disaster. #debate",,,you  are a walking and talking disaster,2,2
43,2016-10-20 02:32:21.612,,"trump said: its totally gonna help YOU to wallace, proving clinton pt that his policies are for the elites #anthroruinsdebate",,,trump said its totally gonna help you to wallace proving clinton pt that his policies are for the elites,2,2
44,2016-10-20 02:32:21.674,,"""We'll make sure we make things here"" So Trump you're going to stop making your products in other countries right? #hypocrite #debatenight",,,well make sure we make things here so trump youre going to stop making your products in other countries right,2,4
45,2016-10-20 02:32:21.561,,This https://t.co/q9e0w30vW7,,,this,2,2
46,2016-10-20 02:32:21.693,,@AnnCoulter trump definitely lost this one too.,,,trump definitely lost this one too,2,2
47,2016-10-20 02:32:21.555,,"trump: [fucks up constantly]
trump supporters: ,,okay bUT EMAILS
#debatenight",,,trump [fucks up constantly] trump supporters okay but emails,2,2
48,2016-10-20 02:32:21.587,,"Because you don't want to look at reality… 
The reality is Hillary Clinton and the DNC fucked fellow Democrats out… https://t.co/JZJHMRKeBQ",,,because you dont want to look at reality… the reality is hillary clinton and the dnc fucked fellow democrats out…,2,2
49,2016-10-20 02:32:21.742,,“Entitlements” is a coded word. “Safety net” is a very different frame. Course we don’t talk about Trump’s deductions as entitlement #Debate,,,“entitlements” is a coded word “safety net” is a very different frame course we don’t talk about trump’s deductions as entitlement,2,2
50,2016-10-20 02:32:22.666,,Trump just says what he's gonna do but not how he's gonna do it....scary hours,,,trump just says what hes gonna do but not how hes gonna do itscary hours,2,0
51,2016-10-20 02:32:22.588,,Trump: Obamacare has to be repealed. #debate,,,trump obamacare has to be repealed,2,2
52,2016-10-20 02:32:22.691,,"#DigitalMarketing

Silicon Valley is Furious About Peter Thiel's $1.25 Million Donation to Trump's Campaign https://t.co/sShUBOcm8B #Entre…",,,silicon valley is furious about peter thiels $125 million donation to trumps campaign …,2,2
53,2016-10-20 02:32:22.583,,No health care under Donald Trump's presidency...,,,no health care under donald trumps presidency,2,2
54,2016-10-20 02:32:22.548,"Texas, USA",Loading...the third debate https://t.co/78pgNG3Q1v,-100.0768885,31.1688935,loadingthe third debate,2,2
55,2016-10-20 02:32:22.681,,Trump has just clearly stated that he wants to repeal and replace Obamacare because premiums are going up 60% to 100% #debate,,,trump has just clearly stated that he wants to repeal and replace obamacare because premiums are going up  to ,2,2
56,2016-10-20 02:32:22.606,,@realDonaldTrump @HillaryClinton War Criminal Hillary - all about violence and war. She even sends thugs to attack innocent Trump supporters,,,war criminal hillary - all about violence and war she even sends thugs to attack innocent trump supporters,2,2
57,2016-10-20 02:32:22.517,"Baton Rouge, LA",FYI: here's the breakdown of our 2015 federal budget expenditures: https://t.co/mYUjvvrtkB #debate,-91.0907995,30.4591,fyi heres the breakdown of our federal budget eenditures,2,2
58,2016-10-20 02:32:22.639,,"Trump wrong about impact of ""Obamacare"" https://t.co/QVemRSuk01",,,trump wrong about impact of obamacare 01,2,2
59,2016-10-20 02:32:22.585,,"Trump is such a winer. Wine, wine, wine. And that voice? SO annoying, like chalk on a blackboard. ""Okay"". #debate",,,trump is such a winer wine wine wine and that voice so annoying like chalk on a blackboard okay,2,2
60,2016-10-20 02:32:23.113,,#debatenight Hillary's going to walk off this debate stage like: https://t.co/rdKubu1Le6,,,hillarys going to walk off this debate stage like,2,2
61,2016-10-20 02:32:23.523,,Oh Yes Gore Did!  How this woman goes from broke after the White House to Millions!  I bet Hillary Mops the Floor w… https://t.co/oMfB1WeI4m,,,oh yes gore did how this woman goes from broke after the white house to millions i bet hillary mops the floor w…,2,0
62,2016-10-20 02:32:23.678,,"Serious question: weren't entitlements a major issue in every presidential election for the past, oh, 30 years until this one? #debate",,,serious question werent entitlements a major issue in every presidential election for the past oh years until this one,2,2
63,2016-10-20 02:32:23.581,,@HillaryClinton is our President https://t.co/kxSWaVUU8w,,,is our president,4,2
64,2016-10-20 02:32:23.704,,.@realDonaldTrump: We have to repeal and replace the disaster known as #Obamacare: https://t.co/jxMZte2ea1 #debate #Campaign2016,,, we have to repeal and replace the disaster known as  1,2,2
65,2016-10-20 02:32:23.541,,#Debate going on hubby's phone and I'm trying to ignore it. Thankful little girl has Frozen on to drown it out!,,,going on hubbys phone and im trying to ignore it thankful little girl has frozen on to drown it out,2,0
66,2016-10-20 02:32:23.708,,"Chris Wallace has by far been best #debate moderator, good questions and follow ups",,,chris wallace has by far been best moderator good questions and follow ups,2,4
67,2016-10-20 02:32:23.647,,Oh @BuzzFeed always makes me smile in these #debate,,,oh always makes me smile in these,2,4
68,2016-10-20 02:32:23.626,,"@PhineasFallsFan @Seththefanman If you don't share Trump's hatred, racism, and bigotry, then you're fine.",,,if you dont share trumps hatred racism and bigotry then youre fine,2,2
69,2016-10-20 02:32:24.628,,Fuck trump!!!,,,fuck trump,2,2
70,2016-10-20 02:32:24.593,,Uh oh @HillaryClinton having health issues ? Already live on TV? She looks like she's gonna faint #debate  #DebateNight,,,uh oh having health issues  already live on tv she looks like shes gonna faint,2,0
71,2016-10-20 02:32:24.606,,@CNNPolitics Hillary Clinton on the other hand answers the question immediately she doesn't go around them about,,,hillary clinton on the other hand answers the question immediately she doesnt go around them about,2,2
72,2016-10-20 02:32:24.350,,"""Me know English bigly. Me no say nothing- no, no... Me say nothing"" - Trump #debatenight  https://t.co/pgv0KKEI6e",,,me know english bigly me no say nothing- no no me say nothing - trump,0,0
73,2016-10-20 02:32:24.586,,"Point: Hillary can't make Obamacare ""even worse"" if it's already ""the worst"" #debatenight",,,point hillary cant make obamacare even worse if its already the worst,2,0
74,2016-10-20 02:32:24.524,,I told NBC4 who I thought was winning the debate. Cast your vote now #ivoted #NBC4You #ipickedTrump https://t.co/svzmG6qc9R,,,i told nbc4 who i thought was winning the debate cast your vote now,2,2
