,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-10 01:36:33.710,,This dude is talking about everybody but what he can do to fix problems... #debate,,,this dude is talking about everybody but what he can do to fix problems,2,2
1,2016-10-10 01:36:33.596,,Dear Bernie Sanders - I'm sorry Trump keeps name-checking you.,,,dear bernie sanders - im sorry trump keeps name-checking you,0,0
2,2016-10-10 01:36:33.657,,Oh my GOSH NO STFU https://t.co/jptRHoJVpa,,,oh my gosh no stfu,2,0
3,2016-10-10 01:36:33.616,,Trump needs to keep bernies name out of his mouth since he was insulting him the whole time he was running.,,,trump needs to keep bernies name out of his mouth since he was insulting him the whole time he was running,0,0
4,2016-10-10 01:36:33.600,,HEALTH 👏 CARE 👏 IS 👏 A  👏HUMAN 👏 RIGHT #medicareforall #debate,,,health care is a human right,2,2
5,2016-10-10 01:36:33.730,,Yes some Canadians go to the U.S. For major operations. We call those people: rich. #debate,,,yes some canadians go to the us for major operations we call those people rich,2,2
6,2016-10-10 01:36:33.690,,We're sick of hearing about Hillary's damn emails. It's never been about them. Gillard was charged with corruption for spurious reasons too.,,,were sick of hearing about hillarys damn emails its never been about them gillard was charged with corruption for spurious reasons too,2,0
7,2016-10-10 01:36:33.722,,"Trump: Just 1 thing...
Trump: 2nd thing...",,,trump just thing trump nd thing,2,2
8,2016-10-10 01:36:33.627,,OMG BLESS YOU ANDERSON FOR ASKING FOR A DETAIL (which of course Dirty Don won't provide) #debate,,,omg bless you anderson for asking for a detail which of course dirty don wont provide,2,2
9,2016-10-10 01:36:34.664,,@EricTrump I know this is a small thing but Trump has not Sat down once. Hillary keeps sitting after every few minutes,,,i know this is a small thing but trump has not sat down once hillary keeps sitting after every few minutes,2,0
10,2016-10-10 01:36:34.662,,Anderson is not taking none of Trump's bullshit.,,,anderson is not taking none of trumps bullshit,0,0
11,2016-10-10 01:36:34.632,,"everything's broken. everything. obamacare, hillary's love life, my logic",,,everythings broken everything obamacare hillarys love life my logic,0,0
12,2016-10-10 01:36:34.617,,"TRUMP SETTING  A NEW PRECEDENT 4 HOW CAMPAIGNS AND DEBATES ARE CONDUCTED/REPUBLICAN PARTY HAS SET IN MOTION
THE DESTRUCTION OF OUR ELECTIONS",,,trump setting a new precedent how campaigns and debates are conducted/republican party has set in motion the destruction of our elections,2,2
13,2016-10-10 01:36:34.271,,This douchebag idiot didn't mention a single plan for his health care plan! He's a disaster! #nevertrump https://t.co/IBvwT6xVOx,,,this douchebag idiot didnt mention a single plan for his health care plan hes a disaster,2,2
14,2016-10-10 01:36:34.537,,"Luv Hillary's $15,000 bathrobe look, rivals $15K Chairman Maollary jackets. #tcot #gop #debate",,,luv hillarys $15000 bathrobe look rivals $15k chairman maollary jackets,2,2
15,2016-10-10 01:36:34.611,,NBC Plays Defense After Trump Recording Surfaces: NBC was on the defensive after the emergence of a recording... https://t.co/JEC8BIlu6N,,,nbc plays defense after trump recording surfaces nbc was on the defensive after the emergence of a recording,2,2
16,2016-10-10 01:36:34.670,,No one whispering in her ear makes it tough for Hillary.,,,no one whispering in her ear makes it tough for hillary,2,0
17,2016-10-10 01:36:34.668,,"Do these 2 really deserve to be president, 2 equally loathsome individuals, what a choice you have USA. #debate",,,do these really deserve to be president equally loathsome individuals what a choice you have usa,2,2
18,2016-10-10 01:36:34.526,,Will it now? Does Trump even know that's what he's saying? https://t.co/MQoKt97fHu,,,will it now does trump even know thats what hes saying u,0,2
