,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 01:11:38.680,,I'm really bothered by the extremely warm lighting in this debate &gt;.&gt;,,,im really bothered by the extremely warm lighting in this debate &gt&gt,2,2
1,2016-10-20 01:11:38.577,,"Honestly if you don't support some reasonable level of gun control, you're a fucking idiot. #debate",,,honestly if you dont support some reasonable level of gun control youre a fucking idiot,2,2
2,2016-10-20 01:11:38.616,,"when trump is talking about how the constitution needs to be fallowed the way it was written is ridiculous, those rules may have worked...",,,when trump is talking about how the constitution needs to be fallowed the way it was written is ridiculous those rules may have worked,2,2
3,2016-10-20 01:11:38.685,,"Note: Hilary said People she would ""nominate"". Trump says people he would ""Appoint"". #debatenigh

#AbujaColourBlast2016",,,note hilary said people she would nominate trump says people he would appoint,2,2
4,2016-10-20 01:11:38.682,,Watching the debate for pure entertainment,,,watching the debate for pure entertainment,2,2
5,2016-10-20 01:11:38.729,,From a Communications professional standpoint #Trump has horrible Non Verbal Communication OPEN UR EYES #DebateHeadache #debatenight,,,from a communications professional standpoint has horrible non verbal communication open ur eyes,2,0
6,2016-10-20 01:11:38.707,,I really feel (and hope) that Trump is actually gonna be civilized throughout this debate.,,,i really feel and hope that trump is actually gonna be civilized throughout this debate,2,2
7,2016-10-20 01:11:38.514,,"Absolutely. If she does, we are screwed. https://t.co/oVRx8GZf6z",,,absolutely if she does we are screwed,0,2
8,2016-10-20 01:11:38.719,,I locked all my guns up so I can watch the #debate safely.,,,i locked all my guns up so i can watch the safely,2,2
9,2016-10-20 01:11:38.694,,Mr. Trump... You AND the second amendment need to get the eff out. #PresidentialDebate,,,mr trump you and the second amendment need to get the eff out,2,2
10,2016-10-20 01:11:38.214,,"""We need justices who were born in the 18th Century"" - Trump #debate #debatenight",,,we need justices who were born in the th century - trump,2,2
11,2016-10-20 01:11:38.776,,"""The Justice had to apologize to me."" AKA something Trump refuses to do ever. #debate #debatenight",,,the justice had to apologize to me aka something trump refuses to do ever,2,0
12,2016-10-20 01:11:38.663,,Scratch that... drink every time hillary says anything.,,,scratch that drink every time hillary says anything,2,2
13,2016-10-20 01:11:38.759,,The moderator in is debate is asking better questions than at the earlier debates.,,,the moderator in is debate is asking better questions than at the earlier debates,2,2
14,2016-10-20 01:11:38.638,"Atlanta, GA",watching the final debate @ CallRail https://t.co/yqX9VT2opQ,-84.433106,33.7671945,watching the final debate callrail,2,2
15,2016-10-20 01:11:38.691,"Florida, USA",Go Hillary! #debate,-83.804475,27.698682,go hillary,2,2
16,2016-10-20 01:11:38.653,,"Crucially important! Hillary will appoint Justices that will not support Constitution, your rights will be taken aw… https://t.co/slhuelNfWH",,,crucially important hillary will appoint justices that will not support constitution your rights will be taken aw…,2,2
17,2016-10-20 01:11:38.746,,Putting sexual abuser Trump in charge of Supreme Court nominees would not be good for women's rights #debatenight,,,putting sexual abuser trump in charge of supreme court nominees would not be good for womens rights,2,2
18,2016-10-20 01:11:38.456,,"Just throwing it out there, Trump has some caked-on foundation and I can't get past it. #debates",,,just throwing it out there trump has some caked-on foundation and i cant get past it,2,0
