,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 01:47:06.099,,Trump after Chris Wallace calls out Hillary 😂 https://t.co/AvJxrXIzCm,,,trump after chris wallace calls out hillary,2,2
1,2016-10-20 01:47:06.640,,@jootybuice they'd probably say her woman hormones are making her incompetent to debate and as such she'd be an unfit president. ridiculous,,,theyd probably say her woman hormones are making her incompetent to debate and as such shed be an unfit president ridiculous,2,2
2,2016-10-20 01:47:06.530,,Watching the Debate? I figure we'll all see it replayed over and over and over for at least a week --  I'll catch it then...(1/2)...,,,watching the debate i figure well all see it replayed over and over and over for at least a week -- ill catch it then1/2,4,4
3,2016-10-20 01:47:06.687,,NO NEW FRIENDS. #debatenight #debate,,,no new friends,2,2
4,2016-10-20 01:47:07.636,,"Clinton just said this man trump choked, I'm done 😂",,,clinton just said this man trump choked im done,2,2
5,2016-10-20 01:47:07.592,,"Second time in the debate Trump just said, ""Look, it's obvious to me I should win.""",,,second time in the debate trump just said look its obvious to me i should win,2,2
6,2016-10-20 01:47:07.591,,Hillary just looks so over it.  #debatenight #DebateHeadache,,,hillary just looks so over it,2,2
7,2016-10-20 01:47:07.616,,I think Trump will lose bigly.,,,i think trump will lose bigly,2,2
8,2016-10-20 01:47:07.613,,"It's pronounced ""GYna"" #debate",,,its pronounced gyna,2,2
9,2016-10-20 01:47:07.422,,The lipstick on Hilary's teeth is disgusting. She should stop smiling at the #debate,,,the lipstick on hilarys teeth is disgusting she should stop smiling at the,2,2
10,2016-10-20 01:47:07.675,,Even conservative economists say Trump's plan isn't attainable. CONSERVATIVE.ECONOMISTS.ARE NOT.BACKING.TRUMP'S.PLAN. #debatenight,,,even conservative economists say trumps plan isnt attainable conservativeeconomistsare notbackingtrumpsplan,2,2
11,2016-10-20 01:47:07.628,,Trump product is from China dip shit #debatenight,,,trump product is from china dip shit,2,2
12,2016-10-20 01:47:07.583,,@realDonaldTrump Trump is blowing it! Not answering anything with hits on her In comparison to actual facts! Not his stump speeches!,,,trump is blowing it not answering anything with hits on her in comparison to actual facts not his stump speeches,0,0
13,2016-10-20 01:47:07.479,,@shannannatweets fuck fuck fuck. I voted for Trump on accident because I'm drunk!!😭🔪,,,fuck fuck fuck i voted for trump on accident because im drunk,2,0
14,2016-10-20 01:47:06.671,,"#debate #blurgate flattering blur added for Hillary's face, smudge out Trump's hair https://t.co/Z0EuB0Mlij",,,flattering blur added for hillarys face smudge out trumps hair,2,2
15,2016-10-20 01:47:06.979,,Trump: Clinton’s Vote Against Late-Term Abortion Ban Allows Baby To Be Ripped Out Of Womb In 9th Month… https://t.co/zuD7son3jU,,,trump clinton’s vote against late-term abortion ban allows baby to be ripped out of womb in th month… u,2,2
16,2016-10-20 01:47:07.614,,Donald #Trump: global mob boss 🙄,,,donald  global mob boss,2,2
17,2016-10-20 01:47:07.159,,@realDonaldTrump #scotties  are on sale @costcocanada this week #debate #justsayin #sniffysniff https://t.co/TAxpmkMCir,,,are on sale this week,4,2
18,2016-10-20 01:47:07.732,,#debate do moderators have time clocks timing responses? They should. #debatetimeclocks,,,do moderators have time clocks timing responses they should,2,2
19,2016-10-20 01:47:07.537,,"""My plan will not work, by any math. Here's how it'll work."" - Trump #debatenight",,,my plan will not work by any math heres how itll work - trump,2,0
20,2016-10-20 01:47:07.637,,"Trump just left ""high"" representatives from India? On opium or ?",,,trump just left high representatives from india on opium or ,2,2
21,2016-10-20 01:47:07.787,,For everyone suggesting I watch the debate. I dont wan't to feel more sick today thanks,,,for everyone suggesting i watch the debate i dont want to feel more sick today thanks,2,2
22,2016-10-20 01:47:07.761,,This debate.... boring.,,,this debate boring,2,2
23,2016-10-20 01:47:08.615,,Trump details the facts about global growth rates - while the US languishes,,,trump details the facts about global growth rates - while the us languishes,2,2
24,2016-10-20 01:47:08.524,,Please https://t.co/EGtcJK0usf,,,please,2,2
25,2016-10-20 01:47:08.437,,"#debatenight

The moderator needs a squirt bottle to control Clinton and Trump tonight... https://t.co/qjVEErf4r3",,,the moderator needs a squirt bottle to control clinton and trump tonight,2,2
26,2016-10-20 01:47:08.626,,HILLARY CLINTON HAS NEVER GROWN JOBS. Yet since 2000 she and Bill have been multimillionaires. ON WHAT? #NWOGRIFTERS #debatenight,,,hillary clinton has never grown jobs yet since she and bill have been multimillionaires on what,2,0
27,2016-10-20 01:47:08.538,,"As soon as the Debate started we saw Nintendo stock shoot up. 

Weird. https://t.co/8fdjCft4cK",,,as soon as the debate started we saw nintendo stock shoot up weird,2,2
28,2016-10-20 01:47:08.565,,@kelliwardaz we should not believe anything out of Hillary's mouth.,,,we should not believe anything out of hillarys mouth,0,2
