,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 02:07:45.511,,Putin-puppet won't accept the results of the election. He's terrifying. #debate,,,putin-puppet wont accept the results of the election hes terrifying,2,0
1,2016-10-20 02:07:45.626,,@gov I am not a big Trump fan but the moderator has been very negative to Trump and not mentioning Clinton controversies,,,i am not a big trump fan but the moderator has been very negative to trump and not mentioning clinton controversies,0,0
2,2016-10-20 02:07:45.609,"Washington, DC","""I will look at it at the time."" - Trump on whether he'll accept election results.",-77.0143985,38.898603,i will look at it at the time - trump on whether hell accept election results,2,2
3,2016-10-20 02:07:45.666,,@BlogsofWar this election has totally disgraced the american people. and trump drove the nail deep!,,,this election has totally disgraced the american people and trump drove the nail deep,4,2
4,2016-10-20 02:07:45.541,,@CoachMollring Recalling Bosnia and Hillary sniper fire.,,,recalling bosnia and hillary sniper fire,2,2
5,2016-10-20 02:07:45.634,,"And ZING! on that steel comment you snuck in there, Hillary. Nice! 👌🏻 #Debate",,,and zing on that steel comment you snuck in there hillary nice,4,4
6,2016-10-20 02:07:45.360,,"Ice cream headache or #DebateHeadache?
#debate #IceCream https://t.co/TuGZHyW525",,,ice cream headache or ,2,0
7,2016-10-20 02:07:45.503,,@darthdaddario i'm so done with this debate pls ask me things,,,im so done with this debate pls ask me things,2,2
8,2016-10-20 02:07:45.712,,"Trump: I sat in the apartment in my hotel, beautiful hotel-
Clinton: made with Chinese steel...

YAAAS HILLARY DRAG HIM!",,,trump i sat in the apartment in my hotel beautiful hotel- clinton made with chinese steel yaaas hillary drag him,2,2
9,2016-10-20 02:07:45.219,,Three specific reasons Trump is trash: 1.Breitbart runs his campaign  2.Russa is helping and defending him 3. He was mentored by Roy Cohn.,,,three specific reasons trump is trash breitbart runs his campaign russa is helping and defending him  he was mentored by roy cohn,2,2
10,2016-10-20 02:07:46.480,,@JJVTweetsDebate Back at it again with the 🔥🔥🔥. #SHOJ https://t.co/GtHz8wR0zA,,,back at it again with the ,2,2
11,2016-10-20 02:07:46.543,,"buffet again? really?
https://t.co/gWmlEuLSkr
https://t.co/fvAzoNqYod",,,buffet again really d,2,2
12,2016-10-20 02:07:46.578,,Trump doesn't know what charity he claims to donate to does. Fisher House helps vet families with lodging while vets getting medical care.,,,trump doesnt know what charity he claims to donate to does fisher house helps vet families with lodging while vets getting medical care,2,2
13,2016-10-20 02:07:46.584,,@SeeDerAnd you're watching the debate over the Cubs?,,,youre watching the debate over the cubs,2,2
14,2016-10-20 02:07:46.611,,(#Luiis_3x) Rosie O’Donnell blasts Donald Trump over abortion debate comments: Rosie O’Donnell ... https://t.co/Utz4yShqtJ ( #Luiis_3x ),,, rosie o’donnell blasts donald trump over abortion debate comments rosie o’donnell   ,4,2
15,2016-10-20 02:07:46.695,,“I will look at it at the time.” -Trump on whether he’ll accept the outcome of the election,,,“i will look at it at the time” -trump on whether he’ll accept the outcome of the election,2,2
16,2016-10-20 02:07:46.518,,I'm actually digging Sirius XM radio right now. I can listen to the debate while I'm in my car,,,im actually digging sirius xm radio right now i can listen to the debate while im in my car,2,2
17,2016-10-20 02:07:46.613,,"If you say it loudly and often enough, you hope people will believe it. Untruth out of his mouth about the Trump Foundation.",,,if you say it loudly and often enough you hope people will believe it untruth out of his mouth about the trump foundation,2,2
18,2016-10-20 02:07:47.677,,Did Trump just try to compare Little Haiti in Florida to Haiti the country. #DebateNight,,,did trump just try to compare little haiti in florida to haiti the country,2,2
19,2016-10-20 02:07:47.497,"Missouri, USA","""Illegal immigrants have paid more taxes than Donald Trump"" (mic drop) #debate",-92.4367735,38.3045585,illegal immigrants have paid more taxes than donald trump mic drop,4,2
