,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-10 01:18:56.517,"Kenmore, WA",Hillary did what any woman would do who had a cheating man- she fought,-122.2471045,47.751546,hillary did what any woman would do who had a cheating man- she fought,2,2
1,2016-10-10 01:18:56.669,,"Trump wants to talk about ISIS, our economy.liberals only want to talk about a comment he made 10 yrs ago.good to see where priorities are",,,trump wants to talk about isis our economyliberals only want to talk about a comment he made yrs agogood to see where priorities are,2,2
2,2016-10-10 01:18:56.671,,Trump must have been waiting for this moment to bring up Bill Clinton #hsgovchat,,,trump must have been waiting for this moment to bring up bill clinton,2,2
3,2016-10-10 01:18:56.546,,"I feel like Donald Trump should have Shaggy's ""Wasn't Me"" on in the background.",,,i feel like donald trump should have shaggys wasnt me on in the background,2,0
4,2016-10-10 01:18:56.554,,Nothing. #debate https://t.co/qd7eNWWYwQ,,,nothing,2,2
5,2016-10-10 01:18:56.583,"Maryland, USA",I'd be drunk asf https://t.co/iwMlC7CMCG,-77.2369685,38.8051145,id be drunk asf,2,2
6,2016-10-10 01:18:56.696,,"Reporter: ""that is sexual assault, you understand that?""
Trump: yes but we will make America great again by defeating ISIS 
?????????????",,,reporter that is sexual assault you understand that trump yes but we will make america great again by defeating isis ,2,4
7,2016-10-10 01:18:56.532,,Probably similar to #Brexit. Insiders scaling $millions. #debate https://t.co/rRUiBPndyu,,,probably similar to  insiders scaling $millions u,2,2
8,2016-10-10 01:18:56.464,,"And Trump has officially gone there, bringing up Bill's infedelities",,,and trump has officially gone there bringing up bills infedelities,2,0
9,2016-10-10 01:18:56.678,,debate is about groping women,,,debate is about groping women,2,2
10,2016-10-10 01:18:56.611,,trump never answers a question -- goes off on Bill Clinton who is not running for President  #debate,,,trump never answers a question -- goes off on bill clinton who is not running for president,2,2
11,2016-10-10 01:18:57.668,,Oh wow..... Pathetic attempt by Trump to put Bill Clinton in the same boat as him.  #debate,,,oh wow pathetic attempt by trump to put bill clinton in the same boat as him,2,2
12,2016-10-10 01:18:57.565,,@ChrisWarcraft I started drinking bleach because of the debate,,,i started drinking bleach because of the debate,2,2
13,2016-10-10 01:18:57.578,,Spoke too soon. https://t.co/frgiOviNfi,,,spoke too soon,2,2
14,2016-10-10 01:18:57.642,"Pennsylvania, USA",deflect sniff deflect sniff. Hillary stay calm don't smack him. He's self destructing all by himself.,-77.604684,41.1179365,deflect sniff deflect sniff hillary stay calm dont smack him hes self destructing all by himself,2,0
15,2016-10-10 01:18:57.583,,the horror on Hillary's face is priceless #debate,,,the horror on hillarys face is priceless,2,2
16,2016-10-10 01:18:57.593,,No one has been worse to women than Bill Clinton? Ever heard of the Kennedys? #Debate #ToxicTrump #Politics,,,no one has been worse to women than bill clinton ever heard of the kennedys,2,0
17,2016-10-10 01:18:57.653,,"I hope of all the great high school coaches I have known, none of them allowed what DT is calling ""locker room talk"". #Debate #WordsMatter",,,i hope of all the great high school coaches i have known none of them allowed what dt is calling locker room talk,2,0
18,2016-10-10 01:18:57.661,,Aaand the circus begins. #debate,,,aaand the circus begins,0,2
19,2016-10-10 01:18:57.474,,..... Is Bill Clinton running? I must have missed something. #debate,,, is bill clinton running i must have missed something,2,0
