,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-10 02:11:35.516,,"#debate Trump: ""muh generals and admirals""",,,trump muh generals and admirals,2,2
1,2016-10-10 02:11:35.563,,Trump and Pence aren't speaking about foreign policy? #debate,,,trump and pence arent speaking about foreign policy,2,2
2,2016-10-10 02:11:35.282,,"Hillary Clinton eviscerates Donald Trump over ""grab them by the p***y"" comments https://t.co/JaDtBYCl7I https://t.co/AivySvifDd",,,hillary clinton eviscerates donald trump over grab them by the py comments dd,2,2
3,2016-10-10 02:11:35.626,,"Watching the debate like...
 https://t.co/O4jMQvP0PI",,,watching the debate like,2,2
4,2016-10-10 02:11:35.704,,"""What did you think of the debate, Corey?""
""...I think I eventually got annoyed, put on my headphones, and listened to music.""",,,what did you think of the debate corey i think i eventually got annoyed put on my headphones and listened to music,2,2
5,2016-10-10 02:11:36.596,,"The moderators should just shut up, they are not the candidates #debate",,,the moderators should just shut up they are not the candidates,2,2
6,2016-10-10 02:11:36.440,,"How bout instead of your main concern throwing #HilaryClinton down, answer the dam question u idiot #Donald_Trump!! You make me sick #trump",,,how bout instead of your main concern throwing down answer the dam question u idiot  you make me sick,2,2
7,2016-10-10 02:11:36.583,,Smh. All trump can talk about is who endorse he. He cya even answer the questions. He just tries to Mek Hillary look chupid n e na work,,,smh all trump can talk about is who endorse he he cya even answer the questions he just tries to mek hillary look chupid n e na work,2,2
8,2016-10-10 02:11:36.594,,Does Donald Trump Know what Aleppo is?,,,does donald trump know what aleppo is,2,2
9,2016-10-10 02:11:36.657,,"While y'all watching this debate and laughing at them 2 dummies, I'm Sittin here praying America gonna survive another year 🙏🏼🙏🏼",,,while yall watching this debate and laughing at them dummies im sittin here praying america gonna survive another year,2,4
10,2016-10-10 02:11:36.499,,She needs a fucking medal for her restraint. Craft one. Please. #debate #debatenight,,,she needs a fucking medal for her restraint craft one please,2,2
11,2016-10-10 02:11:36.506,,Trump should just shut up and answer the questions asked. He's practically giving this debate to Hillary,,,trump should just shut up and answer the questions asked hes practically giving this debate to hillary,4,2
12,2016-10-10 02:11:36.528,,Trump doesnt even agree with his own VP pick...,,,trump doesnt even agree with his own vp pick,2,2
13,2016-10-10 02:11:36.602,,Hillary is just relaxing right now.  The moderators are picking up the slack #debate,,,hillary is just relaxing right now the moderators are picking up the slack,2,2
14,2016-10-10 02:11:36.548,,*fighting for custody of kids that aren't even related to them https://t.co/1Z3anpJaWd,,,fighting for custody of kids that arent even related to them d,2,2
15,2016-10-10 02:11:36.597,,I'm surprised no one caught that? https://t.co/oGWjEnFVTI,,,im surprised no one caught that,2,2
16,2016-10-10 02:11:36.504,,Lol Hillary Clinton blames Abraham Lincoln for excuse for being a two-faced Politician 󾌴󾌴󾌱 Unbelievable @nbc... https://t.co/1RnDI2EwnY,,,lol hillary clinton blames abraham lincoln for excuse for being a two-faced politician 󾌴󾌴󾌱 unbelievable ,2,2
17,2016-10-10 02:11:36.619,,This is better than the best episode of @jerryspringer #debate,,,this is better than the best episode of,2,4
18,2016-10-10 02:11:36.709,,Donald Trump is having a meltdown he can't even answer the questions. He's arguing with Martha who is a well known reporter. Republicans WOW,,,donald trump is having a meltdown he cant even answer the questions hes arguing with martha who is a well known reporter republicans wow,2,0
19,2016-10-10 02:11:37.660,"Toronto, Ontario","""Let me repeat the question"" (which you clearly didn't understand)
*audible laughter* 
#Moron #HumanGarbage #NeverTrump #Debates2016 #debate",-79.2725695,43.629311,let me repeat the question which you clearly didnt understand audible laughter,4,2
20,2016-10-10 02:11:37.624,,I feel like I’ve lost brain cells watching this debate you guys….,,,i feel like i’ve lost brain cells watching this debate you guys…,2,0
21,2016-10-10 02:11:37.568,,"""I think it's a disaster."" - Trump's very thoughtful policy stance on every issue #Debates2016",,,i think its a disaster - trumps very thoughtful policy stance on every issue,2,2
22,2016-10-10 02:11:37.601,,"Okay, honestly... Trump can NOT win this debate bc the things he's saying is unbelievable..",,,okay honestly trump can not win this debate bc the things hes saying is unbelievable,2,2
23,2016-10-10 02:11:37.586,,@jacquereid I think that may be the last nail in the coffin Jacque. #debate,,,i think that may be the last nail in the coffin jacque,2,2
24,2016-10-10 02:11:37.503,"Baltimore, MD",@MarthaRaddatz is a rock star #CNNDebate #debate,-76.620482,39.284713,is a rock star,0,2
25,2016-10-10 02:11:37.655,"Countryside, VA",Trump can never answer the question,-77.419812,39.052322,trump can never answer the question,2,2
26,2016-10-10 02:11:37.607,,"#howstupidisourcountry  - well lets find out in november. 
#debate
#clown
#TrumpsNewLow",,,- well lets find out in november,2,2
27,2016-10-10 02:11:37.592,,@SarahKSilverman I love your commentary of this debate. Thank you so much. Lmao.,,,i love your commentary of this debate thank you so much lmao,2,2
28,2016-10-10 02:11:37.573,,@THETXEMBASSY @pghdads @andersoncooper @MarthaRaddatz @HillaryClinton COUNT ME IN WITH YOU AND TRUMP !!!🇺🇸🇺🇸🇺🇸,,,count me in with you and trump 🇺🇸🇺🇸🇺🇸,2,2
29,2016-10-10 02:11:37.597,,"He should just accept he doesn't know who, what, where is Aleppo! #debate",,,he should just accept he doesnt know who what where is aleppo,2,0
30,2016-10-10 02:11:37.654,"Reading, England","#Trump thinks USA is stupid. He's a liability. Living in fantasy land. ""I've been reading...."" reading what exactly wikipedia?",-0.9820305,51.452524,thinks usa is stupid hes a liability living in fantasy land ive been reading reading what exactly wikipedia,2,2
31,2016-10-10 02:11:37.553,,Looking forward to Pence/Trump debate? #PresidentialDebate @spaikin https://t.co/bvT1ec3wsX,,,looking forward to pence/trump debate,2,2
32,2016-10-10 02:11:37.673,,Martha taking no prisoners. Go sistah! #debate,,,martha taking no prisoners go sistah,2,2
33,2016-10-10 02:11:37.041,,By a staggering number. https://t.co/HBbmb4sPzn,,,by a staggering number,2,2
34,2016-10-10 02:11:37.688,,"""why can't they do the attack and make it a sneak attack"" 

This sounds exactly like a child playing capture the flag in a park #debate",,,why cant they do the attack and make it a sneak attack this sounds exactly like a child playing capture the flag in a park,4,2
35,2016-10-10 02:11:37.557,,"He's forming phrases, but none of them are connected to any form of thought. #debate",,,hes forming phrases but none of them are connected to any form of thought,4,0
36,2016-10-10 02:11:37.703,,fun drinking game: take a shot every time trump talks about isis even when it doesn't apply to the question,,,fun drinking game take a shot every time trump talks about isis even when it doesnt apply to the question,2,2
37,2016-10-10 02:11:37.576,,"""How stupid is out county"" -Donald trump",,,how stupid is out county -donald trump,2,0
38,2016-10-10 02:11:37.422,"North Carolina, USA","So Trump, if you could answer a question, that'd be great. #typeadebate https://t.co/JMApVdTKzU",-79.861034,35.1704985,so trump if you could answer a question thatd be great u,4,2
39,2016-10-10 02:11:37.618,,"Apparently, when asked about Aleppo, you talk about Mosul. 

This isn't even my country, &amp; I apologise. #debate",,,apparently when asked about aleppo you talk about mosul this isnt even my country &amp i apologise,2,0
40,2016-10-10 02:11:37.568,,Yes you did... I need another beer. #debate https://t.co/t14Si9O9oT,,,yes you did i need another beer,2,2
41,2016-10-10 02:11:37.632,,Watching the debate if he still happily married and where is his wedding ring,,,watching the debate if he still happily married and where is his wedding ring,2,2
42,2016-10-10 02:11:37.631,,Yikes. Trump had such a strong start lol.,,,yikes trump had such a strong start lol,2,2
43,2016-10-10 02:11:37.519,,"OMG, So far Trump is doing well.... https://t.co/piNEpAeCeJ",,,omg so far trump is doing well,2,2
44,2016-10-10 02:11:38.587,"Weymouth, MA","Dear everyone tweeting about the debate, nothing you have to say is going to change who people are voting for",-70.9477915,42.199373,dear everyone tweeting about the debate nothing you have to say is going to change who people are voting for,2,2
45,2016-10-10 02:11:38.189,,"*turns on debate hears trump*
Me: 
*turns back to football* https://t.co/rRF44jVG3U",,,turns on debate hears trump me turns back to football u,2,2
46,2016-10-10 02:11:38.555,,"@HillaryClinton be like ""let's vote now""!!! #debate",,,be like lets vote now,2,2
47,2016-10-10 02:11:38.351,,What @andersoncooper is thinking every time @realDonaldTrump comes for him. #debate #ILoveYouAndersonCooper https://t.co/onhOC88xJA,,,what is thinking every time comes for him,2,2
48,2016-10-10 02:11:38.541,,Okay why is this bitch jumping in the debate? Who are you? Shutup...,,,okay why is this bitch jumping in the debate who are you shutup,2,2
49,2016-10-10 02:11:38.634,,"""What's 2+2?""
Trump: ""It all starts with ISIS, we have to get ISIS""
Clinton: ""He's lying, he's not telling any facts!""",,,whats 2 trump it all starts with isis we have to get isis clinton hes lying hes not telling any facts,2,0
50,2016-10-10 02:11:38.575,,if you did a sneak attack it wouldn't just kill the leaders it would also kill thousands of innocent civilians. #debate,,,if you did a sneak attack it wouldnt just kill the leaders it would also kill thousands of innocent civilians,2,2
51,2016-10-10 02:11:38.664,,They got Bin Laden secretly! #stfu #debate,,,they got bin laden secretly,2,2
52,2016-10-10 02:11:38.617,,Martha said I'm gonna destroy Trump myself. *finish him* #debate,,,martha said im gonna destroy trump myself finish him,2,2
53,2016-10-10 02:11:38.589,,i fucking love her😂😂💀 https://t.co/IBKaYHIM2o,,,i fucking love her,2,2
54,2016-10-10 02:11:38.643,,Sounds like Pence and Trump need some couples therapy #Debate,,,sounds like pence and trump need some couples therapy,2,2
55,2016-10-10 02:11:38.666,,he talks like Aleppo is a computer game. #debate,,,he talks like aleppo is a computer game,4,2
56,2016-10-10 02:11:38.606,,Hillary Clinton's head is so big it's literally all I can focus on.,,,hillary clintons head is so big its literally all i can focus on,2,2
57,2016-10-10 02:11:38.470,"Philadelphia, PA",😂 We gladly accept your L @norm https://t.co/0CqVnvGrNf,-75.117998,40.0048655,we gladly accept your l,2,2
58,2016-10-10 02:11:37.797,,"#Trump thinks Assad is killing ISIS. 

Someone PLEASE change this man's info person. #Debate #CompletelyMISINFORMED https://t.co/RiLZly8niP",,,thinks assad is killing isis someone please change this mans info person,2,2
59,2016-10-10 02:11:38.590,,"""Why can't we do a sneak attack?!"" - the candidate who just spent two weeks announcing his attack against Bill Clinton in this debate",,,why cant we do a sneak attack - the candidate who just spent two weeks announcing his attack against bill clinton in this debate,4,0
60,2016-10-10 02:11:38.664,,Hillary doesn't even have to say anything the moderators do it for her. It's kinda sad #Debates2016,,,hillary doesnt even have to say anything the moderators do it for her its kinda sad,4,0
61,2016-10-10 02:11:38.624,,Reminder: Martha Raddatz covered the Pentagon for NPR for years. #debate,,,reminder martha raddatz covered the pentagon for npr for years,2,2
62,2016-10-10 02:11:38.681,,Hillary like yesss keep talking,,,hillary like yesss keep talking,2,2
63,2016-10-10 02:11:39.652,,"Micro-nap over: moderator referred to #Clinton as 'he'...it's not Bill who's running, can you tell? #Trump #debate",,,micro-nap over moderator referred to as heits not bill whos running can you tell,2,2
64,2016-10-10 02:11:39.622,,Does Trump know Mosul is in Iraq?,,,does trump know mosul is in iraq,2,2
65,2016-10-10 02:11:39.344,,"Again two Democratic moderators, against Trump! Tell me what your strategy is. Martha to Trump, why not Clinton?",,,again two democratic moderators against trump tell me what your strategy is martha to trump why not clinton,2,0
66,2016-10-10 02:11:39.599,,The #debate moderators are a disgrace,,,the moderators are a disgrace,2,2
67,2016-10-10 02:11:39.573,,"No fruit loops"" https://t.co/T1Lu5qQ7pg",,,no fruit loops,2,2
68,2016-10-10 02:11:39.555,,@Lesdoggg *Hillary,,,hillary,2,2
69,2016-10-10 02:11:39.538,,Umm. Wasn't it a sneak attack that got Sadam Hussein #Debate,,,umm wasnt it a sneak attack that got sadam hussein,2,2
