,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 01:04:52.683,,This is going to be a spicy debate,,,this is going to be a spicy debate,2,2
1,2016-10-20 01:04:52.650,,@ABCPolitics @mike_pence mike and trump will own any violence by deplorables. they incited it along with fox..,,,mike and trump will own any violence by deplorables they incited it along with fox,2,2
2,2016-10-20 01:04:52.652,,Trump and Clinton have taken the stage as we are off for the third and final debate. #debatenight,,,trump and clinton have taken the stage as we are off for the third and final debate,2,2
3,2016-10-20 01:04:52.566,,God's game https://t.co/H0d8Gc6eig,,,gods game,2,2
4,2016-10-20 01:04:52.737,,Final #debatenight! Let's watch as Trump finishes imploding,,,final  lets watch as trump finishes imploding,2,2
5,2016-10-20 01:04:52.729,"Arlington, VA",Here we go the final #Debate,-77.101999,38.8808445,here we go the final,2,2
6,2016-10-20 01:04:52.719,,Well..we will see how long I can stomach this #debate tonight. 👀 such a circus at this point.,,,wellwe will see how long i can stomach this tonight such a circus at this point,2,0
7,2016-10-20 01:04:52.728,,Chris Wallace sits in front of the looming void that represents America's future after tonight's #debate,,,chris wallace sits in front of the looming void that represents americas future after tonights,2,2
8,2016-10-20 01:04:52.703,,Seconds away from this final debate. Getting excited for the open section. #MizDeb3,,,seconds away from this final debate getting excited for the open section,2,2
9,2016-10-20 01:04:52.753,,Donald Trump should have been swallowed. More charisma and honesty in a pool of festering dog shit. #debatenight,,,donald trump should have been swallowed more charisma and honesty in a pool of festering dog shit,2,2
10,2016-10-20 01:04:52.679,,"Same Max, same. https://t.co/gDnyWyzZM2",,,same max same 2,2,2
11,2016-10-20 01:04:52.682,,The only place I could find a live stream of #debatenight was Fox News. And this. The only #debate I am not drinking for,,,the only place i could find a live stream of was fox news and this the only i am not drinking for,0,0
12,2016-10-20 01:04:52.713,,@LVFightShop I want some rock's-sock'em robots with Clinton and Trump heads. ;) LOL,,,i want some rocks-sockem robots with clinton and trump heads lol,2,2
13,2016-10-20 01:04:52.747,,Let's get that W TRUMP ✊🏻🇺🇸,,,lets get that w trump 🇺🇸,2,2
14,2016-10-20 01:04:52.599,,"Trump, Hitler, and Him ##debatenight #trump #DebateHeadache https://t.co/29YHkZhcOz",,,trump hitler and him,2,2
15,2016-10-20 01:04:52.738,,Chris Wallace's suit would look fantastic if this debate were being broadcast in black &amp; white. #shallow,,,chris wallaces suit would look fantastic if this debate were being broadcast in black &amp white,2,2
16,2016-10-20 01:04:52.755,,Hillary Posts Tweet Before Debate That Immediately Gets Obliterated On Twitter https://t.co/5TSf9Gv0d6 via @youngcons,,,hillary posts tweet before debate that immediately gets obliterated on twitter via,2,2
17,2016-10-20 01:04:52.918,,I'm hoping not to get triggered again. #debate,,,im hoping not to get triggered again,2,0
18,2016-10-20 01:04:52.861,,The only Christopher we acknowledge is Wallace. #Debate,,,the only christopher we acknowledge is wallace,2,2
19,2016-10-20 01:04:52.854,,"Trump is going to mock Clinton for being even shorter than ""Lil Marco."" And it will go down from there.",,,trump is going to mock clinton for being even shorter than lil marco and it will go down from there,2,2
20,2016-10-20 01:04:52.077,,Because I can't do this shit sober. #debate https://t.co/xAZ0g5OS27,,,because i cant do this shit sober,2,0
21,2016-10-20 01:04:53.657,,Fuck this debate where tf is my show..😠,,,fuck this debate where tf is my show,2,2
22,2016-10-20 01:04:53.602,,I'm ready for this debate,,,im ready for this debate,2,2
23,2016-10-20 01:04:53.467,,Trump has worked harder in this campaign than Clinton and Obama did during their entire terms in office. https://t.co/aAG4E1FGIU,,,trump has worked harder in this campaign than clinton and obama did during their entire terms in office u,2,2
24,2016-10-20 01:04:53.571,,"The debate coverage on PBS seems more like a roast than actual news. 
#debatenight",,,the debate coverage on pbs seems more like a roast than actual news,2,2
25,2016-10-20 01:04:53.002,,progress????? im gonna watch the debate now https://t.co/J1l2VTA7ve,,,progress im gonna watch the debate now,2,4
26,2016-10-20 01:04:53.635,,"I am joining other folks to liveblog the debate here ...
https://t.co/WC641sEbHU",,,i am joining other folks to liveblog the debate here  u,4,2
27,2016-10-20 01:04:53.631,,I called it earlier omg I knew Hillary would wear white.,,,i called it earlier omg i knew hillary would wear white,2,2
28,2016-10-20 01:04:53.669,,Let the debate begin @WIAT42  has your complete coverage  https://t.co/DAnGjVx8bD,,,let the debate begin has your complete coverage d,2,2
29,2016-10-20 01:04:53.580,,"Aww look at Hillary, dressed in her ghost Halloween costume. Speaking of ghosts what about all the people she has killed? #Debatenight",,,aww look at hillary dressed in her ghost halloween costume speaking of ghosts what about all the people she has killed,2,0
30,2016-10-20 01:04:53.648,,"ask @realDonaldTrump his thoughts on Ricardian economic theory and how it contradicts his nationalist, isolationist platform #debate",,,ask his thoughts on ricardian economic theory and how it contradicts his nationalist isolationist platform,4,2
31,2016-10-20 01:04:53.565,"Michigan, USA",I see Hillary wore her Dr. Evil costume. #classy #verypresidential #happyhalloween #debate #wikileaks,-86.2705395,45.00118,i see hillary wore her dr evil costume,0,2
32,2016-10-20 01:04:53.299,,YAAAAS HILLARY YOU BETTER SLAY IN A WHITE PANTSUIT TONIGHT! #ImWithHer #DebateNight https://t.co/ZZ1ZkKTltK,,,yaaaas hillary you better slay in a white pantsuit tonight,2,2
33,2016-10-20 01:04:53.709,,CNN says #Debate is the proper hashtag,,,cnn says is the proper hashtag,2,2
34,2016-10-20 01:04:53.662,,"Hillary has to be presidential, clear, on topic, and personable. Trump has to not rape something for 90 minutes. #debatenight",,,hillary has to be presidential clear on topic and personable trump has to not rape something for minutes,2,0
35,2016-10-20 01:04:53.740,,"Great start, they cut off the reporter who was gonna let us know the mood of the Trump advisors #debate",,,great start they cut off the reporter who was gonna let us know the mood of the trump advisors,2,2
36,2016-10-20 01:04:53.701,"Brooklyn, NY",'Fitness to be President' is now a topic of debate.. #debate2016,-73.9487755,40.655138,fitness to be president is now a topic of debate,2,2
37,2016-10-20 01:04:53.675,,Shut up and tune in #Debate,,,shut up and tune in,2,2
38,2016-10-20 01:04:53.722,,"*Person runs across debate stage on fire, back to silence*

#debatenight #debate #debate2016",,,person runs across debate stage on fire back to silence,2,2
39,2016-10-20 01:04:53.734,,What's gonna be worse?  Cubs hitting or Trump/Clinton debate?,,,whats gonna be worse cubs hitting or trump/clinton debate,2,2
40,2016-10-20 01:04:53.695,,If you see a trump sign in front of my house it's only because my mom yelled at me for taking it down,,,if you see a trump sign in front of my house its only because my mom yelled at me for taking it down,2,0
41,2016-10-20 01:04:53.733,,trump probably going to look stupid anyways lol,,,trump probably going to look stupid anyways lol,2,2
42,2016-10-20 01:04:53.785,,when do we get a streaker at a Presidential Debate?,,,when do we get a streaker at a presidential debate,2,2
43,2016-10-20 01:04:53.701,,Trump has made this year so theatrical.  What a great ad for #TrumpTV,,,trump has made this year so theatrical what a great ad for,2,2
44,2016-10-20 01:04:53.727,,I can't control myself. I had to tune into the train wreck I mean debate.,,,i cant control myself i had to tune into the train wreck i mean debate,0,0
