,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 02:19:28.460,,I didn't see it! He missed every chance he had to bust her ass. https://t.co/C0c5qit3MC,,,i didnt see it he missed every chance he had to bust her ass c,0,0
1,2016-10-20 02:19:28.660,,"#ChrisWallace has been a fair moderator, but I still think he needs to bring #Trump back to the questions asked; he deviates all the time.",,,has been a fair moderator but i still think he needs to bring back to the questions asked he deviates all the time,2,0
2,2016-10-20 02:19:28.442,,But she can't recall anything during her FBI interview - doesn't answer 21 out of 25 questions. https://t.co/224uppulGs,,,but she cant recall anything during her fbi interview - doesnt answer out of questions,0,0
3,2016-10-20 02:19:28.559,,"#Trump rolls out the personal insults, citing @wikileaks 1/2",,,rolls out the personal insults citing /2,2,2
4,2016-10-20 02:19:28.569,,Smart woman  https://t.co/kSZYGZVrSS,,,smart woman,2,2
5,2016-10-20 02:19:28.574,,But Trump has great respect for women. https://t.co/2eyvggpcB2,,,but trump has great respect for women 2,2,2
6,2016-10-20 02:19:28.378,,Great retort on Bernie by Hillary.,,,great retort on bernie by hillary,2,2
7,2016-10-20 02:19:28.592,,What's more frightening Trump becoming president or him losing? I think both.,,,whats more frightening trump becoming president or him losing i think both,2,2
8,2016-10-20 02:19:28.672,"New Rochelle, NY",Trump states Bernie Sanders is not in favor of her. Clinton states Bernie is not in favor of him @BernieSanders,-73.7813055,40.9348115,trump states bernie sanders is not in favor of her clinton states bernie is not in favor of him,0,0
9,2016-10-20 02:19:28.680,,"I just want to say again. Donald Trump, the Republican nominee, saying he's not sure he would accept the election... https://t.co/us2JPYxhHA",,,i just want to say again donald trump the republican nominee saying hes not sure he would accept the election,2,2
10,2016-10-20 02:19:28.540,,I agree. https://t.co/UnHJHBKh8Y,,,i agree,2,2
11,2016-10-20 02:19:29.675,,@CStahl17 Trump makes me so angry.,,,trump makes me so angry,2,2
12,2016-10-20 02:19:29.667,"Perkasie, PA","Donalds interruptions make me angry. He does this in public, imagine him in private. #debate",-75.2930945,40.370647,donalds interruptions make me angry he does this in public imagine him in private,2,2
13,2016-10-20 02:19:29.684,,"I'm trying to be an educated citizen and watch the debate but I swear Hillary just said we're going to go after ""big daddy""",,,im trying to be an educated citizen and watch the debate but i swear hillary just said were going to go after big daddy,4,2
14,2016-10-20 02:19:29.666,,"Tonight, Hillary floats like a butterfly and stings like a bee #debatenight",,,tonight hillary floats like a butterfly and stings like a bee,2,2
15,2016-10-20 02:19:29.504,,Because that isn't threatening at all. https://t.co/Z8zDSQ8aHF,,,because that isnt threatening at all,2,2
16,2016-10-20 02:19:29.332,,Donald J. Trump! #Trump2016 #Debate https://t.co/mvVYK7EqZ0,,,donald j trump 0,2,2
17,2016-10-20 02:19:28.901,,Sit down. @realDonaldTrump @HillaryClinton #debatenight #debate https://t.co/Tfiyt6DjS3,,,sit down,2,2
18,2016-10-20 02:19:29.499,,I'm on the #TrumpTrain and will be watching the final #debate LIVE on Twitter tonight! https://t.co/0qm69cMZfj https://t.co/WmycS5PhS2,,,im on the and will be watching the final live on twitter tonight 2,4,4
19,2016-10-20 02:19:29.622,,Generally if you have to talk over someone to cover up what they're saying... #debatenight #debate #DebateHeadache #debate2016,,,generally if you have to talk over someone to cover up what theyre saying,2,2
20,2016-10-20 02:19:29.518,,Did y'all catch a free plug Hillary gave GOOGL ?,,,did yall catch a free plug hillary gave googl ,2,2
21,2016-10-20 02:19:29.662,,@charlescwcooke @baseballcrank @brianbeutler It really reflects a painfully constrained view of political speech and debate.,,,it really reflects a painfully constrained view of political speech and debate,2,2
22,2016-10-20 02:19:29.644,,"@raykay57 Ugh, I had to turn it off. And, I get my ballot in the mail tomorrow and get to vote for Hillary :)",,,ugh i had to turn it off and i get my ballot in the mail tomorrow and get to vote for hillary,2,0
23,2016-10-20 02:19:29.653,,"if we look into their ethics, both are ""equally"" the same:

hillary: shadowed. 

trump: stupid.",,,if we look into their ethics both are equally the same hillary shadowed trump stupid,2,2
24,2016-10-20 02:19:29.669,"Los Angeles, CA",Trump's strategy is pettiness and unintelligible repetition. #debatenight,-118.4119065,34.0207895,trumps strategy is pettiness and unintelligible repetition,2,2
25,2016-10-20 02:19:30.667,,#Trump #Surprise ! You have #NoClue #NoPlan #ConspiracyTheoryMonger #Debate,,, you have,2,2
26,2016-10-20 02:19:30.673,,How rude Trump #debatenight,,,how rude trump,2,2
27,2016-10-20 02:19:30.599,,Trump trying to debate Wallace now. Shut up and let him ask the question! #debate #debates #GaryJohnson2016,,,trump trying to debate wallace now shut up and let him ask the question,2,2
28,2016-10-20 02:19:30.623,,Jesus @chriswallace Trump interrupts her (again) and you tell her to let him talk?  #debatenight,,,jesus trump interrupts her again and you tell her to let him talk,2,2
29,2016-10-20 02:19:30.660,,"Trump is a simpleton 
Hillary: ""He's unfit to serve.""
Trump: ""You're the one who's unfit.""
#debatenight",,,trump is a simpleton hillary hes unfit to serve trump youre the one whos unfit,2,2
30,2016-10-20 02:19:30.702,,I'm getting irritated with Trump. #lastdebate #yourvotematters,,,im getting irritated with trump,2,2
31,2016-10-20 02:19:30.597,,@AnnCoulter @FoxNewsMom Haitains aren't voting. 70% of Americans hate clinton and trump. Got your resume together?,,,haitains arent voting  of americans hate clinton and trump got your resume together,2,2
32,2016-10-20 02:19:30.621,,Hillary can rest now. This is the part of the debate where Trump debates the moderator #debatenight,,,hillary can rest now this is the part of the debate where trump debates the moderator,2,2
33,2016-10-20 02:19:30.604,,There will be video clip of HRC &amp; Trump revisiting his claim that the Emmy  vote was rigged https://t.co/SIkFLfel1d,,,there will be video clip of hrc &amp trump revisiting his claim that the emmy vote was rigged 1d,2,2
34,2016-10-20 02:19:29.878,,"Here's what I got when I googled ""Donald Trump Iraq"" #debatenight https://t.co/b5F83EIFUW",,,heres what i got when i googled donald trump iraq,2,2
35,2016-10-20 02:19:30.654,,"That's definitely a woman running the Hillary Clinton account. She coming out with Trump tweets from 2011,2012, 2013...got all the receipts😂",,,thats definitely a woman running the hillary clinton account she coming out with trump tweets from 2012 got all the receipts,2,2
36,2016-10-20 02:19:30.655,,"Trump says we're only retaking Mosul b/c Clinton's running. B/c, y'know,we havent been trying for years... #DonaldJTrump #debatenight",,,trump says were only retaking mosul b/c clintons running b/c yknowwe havent been trying for years,2,0
37,2016-10-20 02:19:30.611,,I told NBC4 who I thought was winning the debate. Cast your vote now #ivoted #NBC4You #ipickedClinton https://t.co/2KELDgcaSZ,,,i told nbc4 who i thought was winning the debate cast your vote now,2,2
38,2016-10-20 02:19:30.661,"Pinellas Park, FL","The middle east is confusing, but I lost track of which country we were talking about during that Trump ramble. Iran, Iraq, Syria, ISIS?",-82.707778,27.8610145,the middle east is confusing but i lost track of which country we were talking about during that trump ramble iran iraq syria isis,2,0
39,2016-10-20 02:19:30.616,,@RipleyInCT - I heard that.  He said that while Trump was interrupting her.,,,- i heard that he said that while trump was interrupting her,2,2
40,2016-10-20 02:19:31.664,,how does trump feel about john podesta's risotto tips?,,,how does trump feel about john podestas risotto tips,2,2
