,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-10 02:36:46.698,,NOW she has stamina.  #debate,,,now she has stamina,2,2
1,2016-10-10 02:36:46.679,,I apologize to the world for all of this nonsense going on in the election in my country. I am embarrassed. Americans can do better. #Debate,,,i apologize to the world for all of this nonsense going on in the election in my country i am embarrassed americans can do better,2,2
2,2016-10-10 02:36:47.552,,RED ALERT: First Question of Debate Just Leaked! Look How they are Sabotaging Trump... * LIBERTY WRITERS NEWS https://t.co/r4tCLi24bo,,,red alert first question of debate just leaked look how they are sabotaging trump  liberty writers news,2,2
3,2016-10-10 02:36:47.043,,Who will save the coal miners #debate2016 #debate #zoolander https://t.co/dU00uKPsDP,,,who will save the coal miners,2,2
4,2016-10-10 02:36:47.666,,"""She doesn't quit, she doesn't give up, she's a fighter."" #imwithher #debate",,,she doesnt quit she doesnt give up shes a fighter,2,0
5,2016-10-10 02:36:47.686,,Well what's wrong with that NAFTA and your husband Bill HRC had made bad trade deals on climate change.  VOTE TRUMP make America great again,,,well whats wrong with that nafta and your husband bill hrc had made bad trade deals on climate change vote trump make america great again,2,2
6,2016-10-10 02:36:47.404,,Well that was a positive spin #debate,,,well that was a positive spin,2,2
7,2016-10-10 02:36:47.643,,ok trump,,,ok trump,2,2
8,2016-10-10 02:36:47.685,,I LOVE this last debate question. #cantwait to hear Trump's answer #debateday #debates2016 #TrumpVsClinton #HilaryClinton #Hilary2016,,,i love this last debate question to hear trumps answer,4,4
9,2016-10-10 02:36:47.469,,Most truthful thing he has said all night #debates https://t.co/Xs93sDVJP1,,,most truthful thing he has said all night 1,2,2
10,2016-10-10 02:36:47.677,,Trump lost debate..,,,trump lost debate,2,2
11,2016-10-10 02:36:47.639,,"If you're undecided at this point, maybe find a new hobby. Voting is just not your thing. #Debate #Debates2016",,,if youre undecided at this point maybe find a new hobby voting is just not your thing,2,2
12,2016-10-10 02:36:47.514,,My dog is getting a good late night walk tonight. Got lots of steam to blow off. #debate,,,my dog is getting a good late night walk tonight got lots of steam to blow off,2,2
13,2016-10-10 02:36:47.526,"Mesa, AZ",".@realDonaldTrump respects how @HillaryClinton doesn't quit, doesn't give up. She's a fighter #debate",-111.7375655,33.4057545, respects how doesnt quit doesnt give up shes a fighter,2,0
14,2016-10-10 02:36:47.614,,Becker/Bone 2016 #debate,,,becker/bone,2,2
15,2016-10-10 02:36:47.592,,Trump: I respect that she respects my children. #debate,,,trump i respect that she respects my children,2,2
16,2016-10-10 02:36:48.646,,America's fucked #Debate,,,americas fucked,2,2
17,2016-10-10 02:36:48.655,,Two muthafuckin days hoes     💉💵✂️ #IPSonBET  #bet #debate  #inkpaperscissors,,,two muthafuckin days hoes ️,2,2
18,2016-10-10 02:36:48.644,,"""I respect his children"" is the quickest way to not have to talk about Trump. #DebateNight 02",,,i respect his children is the quickest way to not have to talk about trump,2,0
19,2016-10-10 02:36:48.646,,#debate is Sick Hillary running for class president?,,,is sick hillary running for class president,2,2
20,2016-10-10 02:36:48.589,,Can't wait for him to be our president😊😊🙄 https://t.co/pCcEKCQur8,,,cant wait for him to be our president 8,2,2
21,2016-10-10 02:36:48.626,"Adelaide, South Australia","This suddenly turn sweet, don't stuff this up Donald!
#Australian #debate",138.61116,-35.000767,this suddenly turn sweet dont stuff this up donald,2,2
22,2016-10-10 02:36:48.526,,Isn't it a coincidence how flies love shit and one keeps landing on Hillary clintons face https://t.co/aanZnpxmVz,,,isnt it a coincidence how flies love shit and one keeps landing on hillary clintons face,2,0
23,2016-10-10 02:36:48.693,,After everything he's said this election season I'm 100% sure Trump does not know how the American Gov't System works.,,,after everything hes said this election season im  sure trump does not know how the american govt system works,2,2
24,2016-10-10 02:36:48.604,,Well the debate isn't over and I'm on glass #3 of Riesling.. this debate is too much! https://t.co/ZdRyQszS1d,,,well the debate isnt over and im on glass of riesling this debate is too much 1d,2,0
25,2016-10-10 02:36:48.699,,"""I want each of you to name one thing you respect of one another."" #debate ""I respect his children...but I can't say I like anything else..""",,,i want each of you to name one thing you respect of one another i respect his childrenbut i cant say i like anything else,2,2
26,2016-10-10 02:36:48.680,,This debate makes me wanna punch a wall,,,this debate makes me wanna punch a wall,2,2
27,2016-10-10 02:36:49.657,,"Hillary: your kids are great.
Trump: I DON'T KNOW IF THAT WAS A COMPLIMENT, BUT-",,,hillary your kids are great trump i dont know if that was a compliment but-,2,2
28,2016-10-10 02:36:49.649,,"""can you say one thing you like about your opponent"" 
Hillary: his kids aight
Donald: spitters ain't quitters",,,can you say one thing you like about your opponent hillary his kids aight donald spitters aint quitters,2,2
29,2016-10-10 02:36:49.435,,Does her lies and putting this country in danger just not bother liberals?? https://t.co/UpjPj955bu,,,does her lies and putting this country in danger just not bother liberals u,2,2
30,2016-10-10 02:36:49.613,,"Q: Name one positive thing about the other person. 
HRC: I respect his children. 

#debate",,,q name one positive thing about the other person hrc i respect his children,2,2
31,2016-10-10 02:36:49.547,,I will agree. I do like my kids. #debate,,,i will agree i do like my kids,2,2
32,2016-10-10 02:36:49.448,"Los Angeles, CA",@realDonaldTrump wins the respect  #debate,-118.4119065,34.0207895,wins the respect,2,2
33,2016-10-10 02:36:49.605,,I wonder what's going on in the prime universe. Living in the alternate universe is depressing.  #earthbearenstein  #debate,,,i wonder whats going on in the prime universe living in the alternate universe is depressing,2,0
34,2016-10-10 02:36:49.650,,Is he incapable of just answering a question!?  #debate,,,is he incapable of just answering a question,2,2
35,2016-10-10 02:36:49.639,,That guy needs an award for that question!🔥🔥🔥🔥 #debate,,,that guy needs an award for that question,2,2
36,2016-10-10 02:36:49.640,,"Whoo whoo. That was an unexpected, refreshing question #debate",,,whoo whoo that was an uneected refreshing question,2,2
37,2016-10-10 02:36:49.542,,scream this karl guy really just asked that.....king of trying to include positivity in this debate,,,scream this karl guy really just asked thatking of trying to include positivity in this debate,2,2
38,2016-10-10 02:36:49.700,,"Hey Hillary, you didn't actually answer the question.",,,hey hillary you didnt actually answer the question,2,2
39,2016-10-10 02:36:49.628,,Trump giving a more respectable answer,,,trump giving a more respectable answer,2,2
40,2016-10-10 02:36:49.705,,"Hilary: ""I respect Trump's kids.""

Trump: ""I respect Hilary's dip &amp; dodge game when I tried to grab her pussy.""

#debate",,,hilary i respect trumps kids trump i respect hilarys dip &amp dodge game when i tried to grab her pussy,0,2
41,2016-10-10 02:36:49.649,,@gavin_pn Aannnnddd Clinton ruined it #debate,,,aannnnddd clinton ruined it,2,2
42,2016-10-10 02:36:50.667,,I mean it's technically a compliment to him if we're going to pretend like Trump actually raised his children in between sleeping around,,,i mean its technically a compliment to him if were going to pretend like trump actually raised his children in between sleeping around,2,4
43,2016-10-10 02:36:50.475,,#HillaryHelpingKids Child rape victim won't forgive Hillary Clinton for defending rapist https://t.co/5Z7D4HpjTC via @MailOnline,,,child rape victim wont forgive hillary clinton for defending rapist c via,2,2
44,2016-10-10 02:36:50.494,,"#Debate 2016 @HillaryClinton You may not want to quit or give up, but America will assist you!",,,you may not want to quit or give up but america will assist you,2,2
45,2016-10-10 02:36:50.665,,#debate his kids are his best asset. I've said that before.,,,his kids are his best asset ive said that before,2,2
46,2016-10-10 02:36:50.578,,"Compliments his children to get out of saying something nice about Trump. Is that the political equivalent to ""bless their hearts?"" #TRDW",,,compliments his children to get out of saying something nice about trump is that the political equivalent to bless their hearts,2,2
47,2016-10-10 02:36:50.675,,"""Name one thing you both respect about each other"" -Trump says,"" Hillary doesn't quit, she doesn't give up.""  #Debate",,,name one thing you both respect about each other -trump says hillary doesnt quit she doesnt give up,2,0
48,2016-10-10 02:36:50.659,,"Hillary keeps plugging her website. Can I go there and win tickets to see Shawn Mendes? If so, I will. #debate",,,hillary keeps plugging her website can i go there and win tickets to see shawn mendes if so i will,2,2
49,2016-10-10 02:36:50.679,,Aaaaand that guy wins the debate.,,,aaaaand that guy wins the debate,2,2
50,2016-10-10 02:36:50.655,,Dude. She just said everything you need to know with her final answer. #debate #pantsuitnation #imwithher #mygirlHills,,,dude she just said everything you need to know with her final answer,2,2
51,2016-10-10 02:36:50.588,,"Flys are all over dead carcasses in minutes (yes, I hunt and guide), or the smell of shit. https://t.co/1CNuwnxZmL",,,flys are all over dead carcasses in minutes yes i hunt and guide or the smell of shit,2,0
52,2016-10-10 02:36:50.376,,"Debate face, pt 3: the rhetoric gives this disillusioned voter an actual pimple. #thanksobama #debates https://t.co/o9qeG55J85",,,debate face pt  the rhetoric gives this disillusioned voter an actual pimple,2,2
53,2016-10-10 02:36:51.663,"Montréal, Québec",If we could somehow revive Neil Postman he would just instantly take his own life #debate,-73.723025,45.5578305,if we could somehow revive neil postman he would just instantly take his own life,4,2
54,2016-10-10 02:36:51.650,,At least clinton's deflecting makes sense and rolls off the question. Trump crassly rebukes the question and then personally attacks others,,,at least clintons deflecting makes sense and rolls off the question trump crassly rebukes the question and then personally attacks others,2,2
55,2016-10-10 02:36:51.548,"Crescent City, CA",This is seriously just an episode of Jerry Springer. #Awww #debate,-124.195683,41.752881,this is seriously just an episode of jerry springer,2,2
56,2016-10-10 02:36:51.567,,Save the Internet https://t.co/8b3edceCXi,,,save the internet,2,2
57,2016-10-10 02:36:51.679,,Wow! That's a good question by that audience member. They never shook hands at the beginning of tonight's debate unlike the first. #debates,,,wow thats a good question by that audience member they never shook hands at the beginning of tonights debate unlike the first,2,2
58,2016-10-10 02:36:51.555,,"@LiberalForever5 @disgustedvoter2 because clean coal is a myth. Like Santa, Trump doesn't know the truth. Poor idiot.",,,because clean coal is a myth like santa trump doesnt know the truth poor idiot,2,0
59,2016-10-10 02:36:51.629,,Criminals can always get guns - don't penalize legal citizens the right to gun ownership. #debate #debates,,,criminals can always get guns - dont penalize legal citizens the right to gun ownership,2,2
60,2016-10-10 02:36:51.631,,"Hillary actually mentioned the travesty of Roe V. Wade? Yikes!
 #debate",,,hillary actually mentioned the travesty of roe v wade yikes,2,2
61,2016-10-10 02:36:51.611,,"Oh, so #trumptape wasn't personal?! #debate",,,oh so wasnt personal,2,2
62,2016-10-10 02:36:51.262,,Carl is like my mom when me and my siblings argue  #debate https://t.co/nYbJvKVaZ0,,,carl is like my mom when me and my siblings argue 0,2,2
63,2016-10-10 02:36:51.681,"Miami, FL","I enjoyed this debate much better than the last one. The moderators were solid,BUT they gave Hilary Clinton much more time than Donald Trump",-80.2333285,25.7823535,i enjoyed this debate much better than the last one the moderators were solidbut they gave hilary clinton much more time than donald trump,2,4
64,2016-10-10 02:36:51.444,,"Question: Can you say anything nice about each other? 

Hillary and Trump: https://t.co/SL9xKewkct",,,question can you say anything nice about each other hillary and trump,2,2
65,2016-10-10 02:36:51.549,,"Except Mexicans, Muslims, veterans, the poor, the middle class, women, the disabled, ... I could keep going, but yo… https://t.co/ooGgqagDMS",,,except mexicans muslims veterans the poor the middle class women the disabled  i could keep going but yo…,2,0
66,2016-10-10 02:36:51.573,,Guy with the last question needs a Grammy Emmy and the noble price. #debate,,,guy with the last question needs a grammy emmy and the noble price,2,2
67,2016-10-10 02:36:51.668,United States,Broken record on rewind #debate,0.3142995,42.308346,broken record on rewind,2,2
68,2016-10-10 02:36:51.607,,@Onision show proof of when he's assaulted someone. At lease we have proof Hillary is a murderer,,,show proof of when hes assaulted someone at lease we have proof hillary is a murderer,2,2
69,2016-10-10 02:36:51.465,,These 2 should be the main event at Hell in the cell. #debate,,,these should be the main event at hell in the cell,0,2
70,2016-10-10 02:36:51.659,,What if the candidates had a lie detector hooked to them during the debate. That would be nice! The lie indicator could be Pinocchio!!,,,what if the candidates had a lie detector hooked to them during the debate that would be nice the lie indicator could be pinocchio,2,2
71,2016-10-10 02:36:52.670,,Please register to vote guys and gals! Please! You won't hear me beg for much but dammit I'm begging! #debate,,,please register to vote guys and gals please you wont hear me beg for much but dammit im begging,2,2
72,2016-10-10 02:36:52.607,,Trump can’t even say something nice.,,,trump can’t even say something nice,2,2
73,2016-10-10 02:36:52.465,,"""Name a positive thing about one another?"" - damn! Didn't see that coming. #debate #debate2016 #DonaldTrump #HillaryClinton",,,name a positive thing about one another - damn didnt see that coming,2,2
74,2016-10-10 02:36:52.583,,"You watching the debate, @the_brobot?",,,you watching the debate ,2,2
75,2016-10-10 02:36:52.604,,"Trump's kids are a true measure of him as a man.  He's no saint.  He's a good man.

#debate",,,trumps kids are a true measure of him as a man hes no saint hes a good man,2,2
76,2016-10-10 02:36:52.695,,Watching the debate talking bout the 2nd amendment and I look at dad say speaking of I want a pistol for my birthday,,,watching the debate talking bout the nd amendment and i look at dad say speaking of i want a pistol for my birthday,2,2
77,2016-10-10 02:36:52.688,,"Hillary: ""I respect his childr-""

Trump: ""You're wrong.""",,,hillary i respect his childr- trump youre wrong,2,2
78,2016-10-10 02:36:52.642,,"With no one else left to lock in, Clinton makes a pitch to the Children of Donald Trump demographic #debate",,,with no one else left to lock in clinton makes a pitch to the children of donald trump demographic,2,0
79,2016-10-10 02:36:52.683,,#debate... Good last question....,,, good last question,2,2
