,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-10 01:04:44.882,,Coffee + debate time. Dis gon b good https://t.co/uQCKmYfgII,,,coffee  debate time dis gon b good,2,2
1,2016-10-10 01:04:44.841,,"Trump called Bill's accusers 'losers' in 1998 and said the impeachment was wrong:
https://t.co/yrJKvU3T4l",,,trump called bills accusers losers in and said the impeachment was wrong,2,0
2,2016-10-10 01:04:44.939,,@emptywheel shitshow more like; NBC just spent some of the final 1min to point out the human shield Trump brought to sit on the front row.,,,shitshow more like nbc just spent some of the final min to point out the human shield trump brought to sit on the front row,2,2
3,2016-10-10 01:04:44.951,"Alabama, USA",Appalling to me how media is playing this debate up!! Hillary is THE criminal! This makes me sick! #tcot,-86.6807375,32.576227,appalling to me how media is playing this debate up hillary is the criminal this makes me sick,2,2
4,2016-10-10 01:04:45.031,,Fuck her up Trump @realDonaldTrump #Debate#2,,,fuck her up trump,2,2
5,2016-10-10 01:04:45.085,,Here we go! #debate Hopefully @AC360 and @MarthaRaddatz do a better job moderating than @LesterHoltNBC did...,,,here we go hopefully and do a better job moderating than did,2,2
6,2016-10-10 01:04:44.983,,Would *far* prefer watching this rehearsal so we could all imagine the alternate universe where our blood pressure… https://t.co/U4rKpYzO5w,,,would far prefer watching this rehearsal so we could all imagine the alternate universe where our blood pressure…,4,2
7,2016-10-10 01:04:45.140,,"Have my son in headphones watching iPad while I watch the debate because of how often rape, etc thrown around. #Debates Embarrassed2BUSA",,,have my son in headphones watching ipad while i watch the debate because of how often rape etc thrown around embarrassed2busa,4,2
8,2016-10-10 01:04:45.029,,Welcome to the funhouse. #debate,,,welcome to the funhouse,4,2
9,2016-10-10 01:04:44.885,,"You cannot turn the highest office in the land into reality tv, stop Trump #debate",,,you cannot turn the highest office in the land into reality tv stop trump,2,2
10,2016-10-10 01:04:45.004,,"And begin drinking heavily.  Lord, beer us strength.  #debate @Foolish_Watcher https://t.co/UDQvMz2vMK",,,and begin drinking heavily lord beer us strength,2,2
11,2016-10-10 01:04:44.877,,Town Hall formats are bonkers. #debate,,,town hall formats are bonkers,2,2
12,2016-10-10 01:04:45.147,,Sorry but Trumps sons look like pedophiles...scary af.. #debate,,,sorry but trumps sons look like pedophilesscary af,2,0
13,2016-10-10 01:04:45.048,,I think they just slipped up in announcing the 2 candidates. They said Donald Trump is one of them lol. Can you imagine? #debate,,,i think they just slipped up in announcing the candidates they said donald trump is one of them lol can you imagine,0,2
14,2016-10-10 01:04:45.091,,Is Trump really afraid to talk about real issues? #debatenight,,,is trump really afraid to talk about real issues,2,0
15,2016-10-10 01:04:45.146,,"It has started, get ready. #debate",,,it has started get ready,2,2
16,2016-10-10 01:04:45.003,,LET THE DEBATE BEGIN 🤘🏻🤘🏻,,,let the debate begin 🤘🤘,2,2
17,2016-10-10 01:04:45.040,,It's interesting how NBC's anchors are both female. I wonder if that was the plan before Trump's latest round of scandals.,,,its interesting how nbcs anchors are both female i wonder if that was the plan before trumps latest round of scandals,2,2
18,2016-10-10 01:04:45.264,,Debate night bout to be LIT #debate2016,,,debate night bout to be lit,2,2
19,2016-10-10 01:04:45.162,,@CNN @CNNPolitics @C3Twitty: Sad! I asked my kids to go to bed! Didn't want them to hear Trump talk! He can confuse them! I apologize.,,, sad i asked my kids to go to bed didnt want them to hear trump talk he can confuse them i apologize,2,0
20,2016-10-10 01:04:45.710,"Aiken, SC",Jet lag or no jet lag - may just have to catch Clinton and Trump live in St Louis #debate #debatenight ; Real or reality...,-81.725752,33.5327425,jet lag or no jet lag - may just have to catch clinton and trump live in st louis  real or reality,0,2
21,2016-10-10 01:04:45.735,,my bussy has never been more ready for this debate #Debate,,,my bussy has never been more ready for this debate,2,2
22,2016-10-10 01:04:45.675,"Manhattan, NY","Waiting on debate start with an #oktoberfest gift from my dad.  #debates2016🇺🇸 @ Kips Bay,… https://t.co/FloecuhabJ",-73.9685415,40.780709,waiting on debate start with an gift from my dad 🇺🇸 kips bay…,2,2
23,2016-10-10 01:04:45.709,,"⚡️ “POTUS addresses the Donald Trump tape”

https://t.co/xpfDYHKzg9",,,️ “potus addresses the donald trump tape” 9,2,2
24,2016-10-10 01:04:45.606,,"""Of course I respect women now watch me trigger and degrade the F out of a woman"" https://t.co/pcGG0s5gE6",,,of course i respect women now watch me trigger and degrade the f out of a woman,2,2
25,2016-10-10 01:04:45.768,,Looking forward to this debate because undecided voters are all dumb as hell.,,,looking forward to this debate because undecided voters are all dumb as hell,2,2
26,2016-10-10 01:04:45.766,,Here we go. #debate,,,here we go,2,2
27,2016-10-10 01:04:45.677,,"@SouthwestAir not asking for a Trump ""apology"", asking for a way to get on my flight home",,,not asking for a trump apology asking for a way to get on my flight home,2,0
28,2016-10-10 01:04:45.759,"Dallas, TX","If anyone can keep control of this zoo, it's Martha and Anderson. Excellent choice for moderators #debate",-96.7617535,32.8198585,if anyone can keep control of this zoo its martha and anderson excellent choice for moderators,2,2
29,2016-10-10 01:04:45.737,,we debate now,,,we debate now,2,2
30,2016-10-10 01:04:45.582,,"Pork roast in my oven, televised pork roast upcoming. #debate",,,pork roast in my oven televised pork roast upcoming,4,2
31,2016-10-10 01:04:45.686,,"This is shameful politics. Trump has destroyed the U.S. reputation, &amp; ideal of democracy worldwide. GOP is totally responsible.#debate",,,this is shameful politics trump has destroyed the us reputation &amp ideal of democracy worldwide gop is totally responsible,2,0
