,date,place_name,tweet,long,lat,cleaned_tweet,polarity,polarity_cl
0,2016-10-20 01:19:35.693,,I wanna watch the debate but I don't wanna lose brain cells,,,i wanna watch the debate but i dont wanna lose brain cells,2,2
1,2016-10-20 01:19:35.652,,"“You can pull the fetus’ heart out through it’s throat right after birth!” -Trump, on abortion",,,“you can pull the fetus’ heart out through it’s throat right after birth” -trump on abortion,2,2
2,2016-10-20 01:19:35.629,,Please @th3j35t3r is there any way we can just make Trump stop speaking.,,,please is there any way we can just make trump stop speaking,2,2
3,2016-10-20 01:19:35.580,,Trump totally missed the point. #debatenight,,,trump totally missed the point,0,0
4,2016-10-20 01:19:35.573,,you don't have a uterus!!! you don't have a FUCKING opinion on this trump. shut. your fucking shit hole.,,,you dont have a uterus you dont have a fucking opinion on this trump shut your fucking shit hole,2,0
5,2016-10-20 01:19:35.508,,Trump is getting owned,,,trump is getting owned,2,2
6,2016-10-20 01:19:35.703,,"Hocus Pocus is on, but I will have to put it on hold because watching the debate is more important right now.",,,hocus pocus is on but i will have to put it on hold because watching the debate is more important right now,2,2
7,2016-10-20 01:19:35.627,,@KirkWilliams84 commercial break! This debate is getting me riled up!,,,commercial break this debate is getting me riled up,2,2
8,2016-10-20 01:19:35.739,,Remember Roe v. Wade isn't the current controlling law on abortion. Casey v. Pennsylvania is. #debate,,,remember roe v wade isnt the current controlling law on abortion casey v pennsylvania is,2,0
9,2016-10-20 01:19:35.688,,#debatenight @FoxNews @HillaryClinton must lose this debate and @RealDonaldTrump has to stick to policy and shut her down .,,,must lose this debate and has to stick to policy and shut her down ,0,0
10,2016-10-20 01:19:35.703,,"Sorry #trump, that's not how abortions work #debatenight",,,sorry  thats not how abortions work,0,0
11,2016-10-20 01:19:35.685,,Hillary contradicts herself an abortion. She wants the feds to allow it unfettered but then says the government shouldn't be involved,,,hillary contradicts herself an abortion she wants the feds to allow it unfettered but then says the government shouldnt be involved,0,0
12,2016-10-20 01:19:35.618,,#staywoke RT @randygdub: no way hillary is taking away my toddler's right to shoot me,,,rt  no way hillary is taking away my toddlers right to shoot me,0,0
13,2016-10-20 01:19:35.621,,Is that gin or vodka Trump's drinking?,,,is that gin or vodka trumps drinking,2,2
14,2016-10-20 01:19:36.659,,Trump... That's not how pro choice works,,,trump thats not how pro choice works,2,2
15,2016-10-20 01:19:36.574,,@StuPolitics I bet you he took a Zanex before coming out on stage #DebateNight #debates2016 #debate,,,i bet you he took a zanex before coming out on stage,2,2
16,2016-10-20 01:19:36.613,,"Yes, Hillary! YES.",,,yes hillary yes,2,2
17,2016-10-20 01:19:36.573,,"Trump is doing pretty well so far, as he has on all other debates, in the first 20 minutes. I'm waiting for the usual flip #be2016",,,trump is doing pretty well so far as he has on all other debates in the first minutes im waiting for the usual flip,4,2
18,2016-10-20 01:19:36.580,,"Trump game plan: rattle points off a conservative wishlist, rely on the horse tranquilizers to stay calm #debatenight",,,trump game plan rattle points off a conservative wishlist rely on the horse tranquilizers to stay calm,2,2
